;height;href;lat;long;name;norm_name;norm_reg;okato;oktmo;people;phone_code;post_index;square;timezone
1858;0;https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D1%8B%D0%B5_%D0%9B%D0%B0%D0%BF%D1%81%D0%B0%D1%80%D1%8B;56.06666667;47.21666667;Новые Лапсары;Новые Лапсары;Чувашия;97 401 665;97701000056;6955;;428903;0;UTC+3
961;0;https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%80%D1%85%D0%BE%D0%B2%D1%8C%D0%B5_(%D0%9E%D1%80%D0%BB%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);52.81444444;37.23361111;Верховье;Верховье;Орловская;54 208 551;54608151051;6956;748676;303720;0;UTC+3
1912;0;https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B2%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_(%D0%90%D1%80%D1%85%D0%B0%D0%BD%D0%B3%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);62.93333333;40.13333333;Савинский;Савинский;Архангельская;112 505 805;11650180051;6963;+7 818 32;;0;UTC+3
461;0;https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%BB%D0%B0%D0%BA%D0%BE%D0%B2%D0%BE;43.235;44.59166667;Долаково;Долаково;Ингушетия;26 220 820 001;26605415101;6965;;386122;0;UTC+3
1398;0;https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BA%D1%83%D0%B9_(%D0%97%D0%B0%D0%B1%D0%B0%D0%B9%D0%BA%D0%B0%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D1%80%D0%B0%D0%B9);52.2;11.12583333;Кокуй;Кокуй;Забайкальский;76 240 554;76640154051;6988;+7 8(30246);673530;0;UTC+9
1193;160;https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BB%D0%B8%D0%B6;55.6;31.2;Велиж;Велиж;Смоленская;66 203 501;66603101001;7016;748132;;32;UTC+3
1230;0;https://ru.wikipedia.org/wiki/%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5_(%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);60.42861111;77.86583333;Александровское;Александровское;Томская;69 204 810 001;69604410101;7020;738255;636760;0;UTC+7
178;99;https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%BE%D0%B1%D1%83%D1%80%D0%B5%D0%B9%D1%81%D0%BA%D0%B8%D0%B9;49.80194444;12.16444444;Новобурейский;Новобурейский;Амурская;10 215 551;10615151051;7040;741634;;0;UTC+9
477;3;https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BB%D0%B5%D1%81%D1%81%D0%BA;54.86666667;21.1;Полесск;Полесск;Калининградская;27 230 501;27718000001;7041;740158;238630;11;UTC+2
1886;280;https://ru.wikipedia.org/wiki/%D0%A2%D0%BE%D0%BC%D0%BC%D0%BE%D1%82;58.96666667;12.10444444;Томмот;Томмот;Саха;98 203 505 000;98603105001;7046;+7 411 45;678954;0;UTC+9
1229;0;https://ru.wikipedia.org/wiki/%D0%A2%D0%BE%D0%B3%D1%83%D1%80;58.36111111;82.83833333;Тогур;Тогур;Томская;69 232 501 005;69632101106;7051;738254;636450;0;UTC+7
608;237;https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D1%81%D1%82%D0%BE%D1%87%D0%BD%D1%8B%D0%B9_(%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);58.77722222;52.2325;Восточный;Восточный;Кировская;33 228 555;33628155051;7052;783352;612711;0;UTC+3
1485;0;https://ru.wikipedia.org/wiki/%D0%A3%D1%81%D1%82%D1%8C-%D0%91%D0%B0%D1%80%D0%B3%D1%83%D0%B7%D0%B8%D0%BD;53.41055556;10.15027778;Усть-Баргузин;Усть-Баргузин;Бурятия;81 203 554;81603154051;7061;730131;;0;UTC+8
1987;120;https://ru.wikipedia.org/wiki/%D0%9A%D0%BD%D1%8F%D0%B3%D0%B8%D0%BD%D0%B8%D0%BD%D0%BE;55.81666667;45.03333333;Княгинино;Княгинино;Нижегородская;22 233 501;22633101001;7062;783166;606340;0;UTC+3
1986;110;https://ru.wikipedia.org/wiki/%D0%9E%D1%85%D0%B0%D0%BD%D1%81%D0%BA;57.71666667;55.38333333;Оханск;Оханск;Пермский;57 242 501 000;57642101001;7072;734279;618100;0;UTC+5
1397;0;https://ru.wikipedia.org/wiki/%D0%AF%D1%81%D0%BD%D0%BE%D0%B3%D0%BE%D1%80%D1%81%D0%BA_(%D0%97%D0%B0%D0%B1%D0%B0%D0%B9%D0%BA%D0%B0%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D1%80%D0%B0%D0%B9);50.86666667;11.09472222;Ясногорск;Ясногорск;Забайкальский;76 232 570;76632170051;7076;;674520;0;UTC+9
414;100;https://ru.wikipedia.org/wiki/%D0%9F%D1%83%D1%87%D0%B5%D0%B6;56.98333333;43.16666667;Пучеж;Пучеж;Ивановская;24 221 501 000;24621101001;7078;749345;155360;0;UTC+3
1396;0;https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D1%8B%D0%B9_%D0%A7%D0%B8%D0%BA%D0%BE%D0%B9;50.36361111;10.14583333;Красный Чикой;Красный Чикой;Забайкальский;76 222 000 001;76622445101;7107;730230;673060;0;UTC+9
1437;480;https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BC%D0%B5%D0%BD%D0%BD%D0%BE%D0%BC%D0%BE%D1%81%D1%82%D1%81%D0%BA%D0%B8%D0%B9;44.28333333;40.18333333;Каменномостский;Каменномостский;Адыгея;79 222 555;79622457101;7111;787777;385750;0;UTC+3
933;119;https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B3%D1%80%D0%B0%D0%B4%D0%BA%D0%B0;54.2;73.55;Павлоградка;Павлоградка;Омская;52 246 551;52646151051;7154;;646760;0;UTC+6
460;0;https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BB%D0%B0%D1%88%D0%BA%D0%B8;43.09583333;44.98527778;Галашки;Галашки;Ингушетия;26 230 817 001;26610425101;7174;;386255;0;UTC+3
189;0;https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%81%D1%91%D0%BB%D0%BE%D0%BA_%D0%98%D1%81%D0%BA%D0%B0%D1%82%D0%B5%D0%BB%D0%B5%D0%B9;67.66666667;53.13333333;посёлок Искателей;поселок Искателей;Ненецкий;11 111 653;11811111051;7178;781853;;90;UTC+3
994;170;https://ru.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B0%D1%81%D1%81%D0%BA_(%D0%9F%D0%B5%D0%BD%D0%B7%D0%B5%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);53.93333333;43.18333333;Спасск;Спасск;Пензенская;56 206 501;56606101001;7178;784151;442600;6;UTC+3
1304;0;https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%B7%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9;67.45;78.7;Тазовский;Тазовский;Ямало-Ненецкий;71 163 651;71923401101;7201;734940;;0;UTC+5
1436;150;https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%88%D0%B5%D1%85%D0%B0%D0%B1%D0%BB%D1%8C;44.90166667;40.50083333;Кошехабль;Кошехабль;Адыгея;79 215 820 001;79615420101;7202;787770;385400;0;UTC+3
235;120;https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D1%80%D1%8E%D1%87_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);50.65;38.4;Бирюч;Бирюч;Белгородская;14 242 501 000;14642151001;7205;747247;309920,309921;0;UTC+3
1769;0;https://ru.wikipedia.org/wiki/%D0%AF%D0%BA%D1%88%D1%83%D1%80-%D0%91%D0%BE%D0%B4%D1%8C%D1%8F;57.18611111;53.16111111;Якшур-Бодья;Якшур-Бодья;Удмуртия;94 250 850 001;94650450101;7211;734162;427100;0;UTC+4
1885;145;https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%B9%D1%8F_(%D0%AF%D0%BA%D1%83%D1%82%D0%B8%D1%8F);61.74138889;13.00472222;Майя;Майя;Саха;98 229 815 001;98629415101;7223;+7 411 43;678070;0;UTC+9
525;220;https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B0%D0%BF%D0%BE%D0%BB%D1%8C;56.65;32.26666667;Андреаполь;Андреаполь;Тверская;28 202 501;28602101001;7259;748267;172800;13;UTC+3
1807;0;https://ru.wikipedia.org/wiki/%D0%90%D1%81%D0%BA%D0%B8%D0%B7_(%D1%81%D0%B5%D0%BB%D0%BE);53.13472222;90.53805556;Аскиз;Аскиз;Хакасия;95 208 805 001;95608405101;7267;739045;655700;0;UTC+7
993;0;https://ru.wikipedia.org/wiki/%D0%A7%D0%B0%D0%B0%D0%B4%D0%B0%D0%B5%D0%B2%D0%BA%D0%B0;53.14166667;45.90833333;Чаадаевка;Чаадаевка;Пензенская;56 218 555;56618155051;7280;784158;442325;0;UTC+3
1395;517;https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%B0%D1%80%D0%B3%D1%83%D0%BD%D1%81%D0%BA;50.36;11.15111111;Приаргунск;Приаргунск;Забайкальский;76 238 551 000;76638151051;7283;730243;;0;UTC+9
765;220;https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D1%80%D0%B1%D1%83%D0%BD%D1%8B;52.13888889;38.27888889;Тербуны;Тербуны;Липецкая;42 245 858 001;42645458101;7313;747474;399540;7;UTC+3
275;0;https://ru.wikipedia.org/wiki/%D0%94%D1%83%D0%B1%D1%80%D0%BE%D0%B2%D0%BA%D0%B0_(%D0%BF%D0%BE%D1%81%D1%91%D0%BB%D0%BE%D0%BA,_%D0%94%D1%83%D0%B1%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);53.69138889;33.51166667;Дубровка;Дубровка;Брянская;15 212 551 000;15612151051;7325;748332;242750;0;UTC+3
1484;0;https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%BF%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2%D0%BA%D0%B0_(%D0%94%D0%B6%D0%B8%D0%B4%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);50.60777778;10.08861111;Петропавловка;Петропавловка;Бурятия;81 212 875 001;81612475101;7346;730134;671920;0;UTC+8
607;0;https://ru.wikipedia.org/wiki/%D0%AE%D1%80%D1%8C%D1%8F;59.03333333;49.28333333;Юрья;Юрья;Кировская;33 249 551;33649151051;7373;783366;613600;0;UTC+3
177;0;https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE%D0%B2%D0%BA%D0%B0_(%D0%90%D0%BC%D1%83%D1%80%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);50.09805556;12.13416667;Тамбовка;Тамбовка;Амурская;10 251 856 001;10651456101;7374;741638;676950;0;UTC+9
581;0;https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D0%BF%D0%B8%D0%B2%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9;55.00583333;86.80666667;Крапивинский;Крапивинский;Кемеровская;32 210 551;32610151051;7375;;652440;0;UTC+7
1027;135;https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%BE%D1%81%D0%BE%D0%BA%D0%BE%D0%BB%D1%8C%D0%BD%D0%B8%D0%BA%D0%B8;56.33333333;30.15;Новосокольники;Новосокольники;Псковская;58 226 501;58626101001;7378;781144;182200;0;UTC+3
1483;0;https://ru.wikipedia.org/wiki/%D0%98%D0%B2%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D1%81%D0%BA;51.74722222;10.12111111;Иволгинск;Иволгинск;Бурятия;81 222 820 001;81622420101;7382;730140;671050;0;UTC+8
234;216;https://ru.wikipedia.org/wiki/%D0%98%D0%B2%D0%BD%D1%8F;51.05;36.11666667;Ивня;Ивня;Белгородская;14 238 551;14638151051;7403;747243;309110, 309111;0;UTC+3
1228;0;https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%80%D0%B3%D0%B0%D1%81%D0%BE%D0%BA;59.05777778;80.87111111;Каргасок;Каргасок;Томская;69 224 822 001;69624422101;7424;738253;636700;0;UTC+7
1262;200;https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%B2%D0%B5%D1%82%D1%81%D0%BA_(%D0%A2%D1%83%D0%BB%D1%8C%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);53.93333333;37.63333333;Советск;Советск;Тульская;70 248 504;70648104001;7440;748751;301205;0;UTC+3
1599;10;https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D1%85%D0%B4%D0%B5%D0%BD%D0%BF%D0%BE%D1%85%D1%8C%D1%8F;61.51666667;30.2;Лахденпохья;Лахденпохья;Карелия;86 218 501 000;86618101001;7449;781450;186730;0;UTC+3
1129;0;https://ru.wikipedia.org/wiki/%D0%A2%D1%8B%D0%BC%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5;50.85027778;14.04416667;Тымовское;Тымовское;Сахалинская;64 250 551;64750000051;7460;+7 424 47;694400[2];0;UTC+11
1702;836;https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B5%D0%B3%D1%80%D0%B0%D0%B4%D0%BD%D0%B0%D1%8F_(%D1%81%D1%82%D0%B0%D0%BD%D0%B8%D1%86%D0%B0);43.95;41.18333333;Преградная;Преградная;Карачаево-Черкесия;91 230 000 001;91630425101;7466;;369260;0;UTC+3
1394;0;https://ru.wikipedia.org/wiki/%D0%9E%D0%BB%D0%BE%D0%B2%D1%8F%D0%BD%D0%BD%D0%B0%D1%8F;50.94555556;11.09277778;Оловянная;Оловянная;Забайкальский;76 232 551;76632151051;7472;730253;674500;0;UTC+9
343;120;https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D1%80%D0%B8%D0%BB%D0%BB%D0%BE%D0%B2_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);59.86666667;38.38333333;Кириллов;Кириллов;Вологодская;19 228 501 000;19628101001;7482;781757;;0;UTC+3
1619;0;https://ru.wikipedia.org/wiki/%D0%96%D0%B5%D1%88%D0%B0%D1%80%D1%82;62.05944444;49.55166667;Жешарт;Жешарт;Коми;87 244 555;87644155051;7500;782134;;0;UTC+3
1227;0;https://ru.wikipedia.org/wiki/%D0%A1%D0%B2%D0%B5%D1%82%D0%BB%D1%8B%D0%B9_(%D0%A2%D0%BE%D0%BC%D1%81%D0%BA);56.57805556;85.10416667;Светлый;Светлый;Томская;69 401 000 006;69701000106;7504;73822;634506;0;UTC+7
1128;0;https://ru.wikipedia.org/wiki/%D0%AE%D0%B6%D0%BD%D0%BE-%D0%9A%D1%83%D1%80%D0%B8%D0%BB%D1%8C%D1%81%D0%BA;44.03055556;14.0975;Южно-Курильск;Южно-Курильск;Сахалинская;;64756000051;7518;+7 42455;694500;1856;UTC+11
606;100;https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D0%BC%D1%8B%D0%B6;56.52277778;50.68083333;Малмыж;Малмыж;Кировская;33 623 101 001;33623101001;7531;783347;612920;0;UTC+3
697;0;https://ru.wikipedia.org/wiki/%D0%AE%D1%80%D0%B3%D0%B0%D0%BC%D1%8B%D1%88_(%D0%9A%D1%83%D1%80%D0%B3%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);55.375;64.46666667;Юргамыш;Юргамыш;Курганская;37 246 551;37646151051;7556;735248;641200;0;UTC+5
1316;131;https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%80%D1%81%D1%83%D0%BD;54.19888889;46.98138889;Карсун;Карсун;Ульяновская;73 214 551;73614151051;7583;784246;433210;0;UTC+4
580;330;https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BB%D0%B0%D0%B8%D1%80;54.23333333;85.8;Салаир;Салаир;Кемеровская;32 413 504;32602104001;7589;738463;652770;0;UTC+7
1209;130;https://ru.wikipedia.org/wiki/%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B5%D0%B2%D0%BA%D0%B0_(%D0%A2%D0%B0%D0%BC%D0%B1%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);52.88444444;40.78944444;Дмитриевка;Дмитриевка;Тамбовская;68 220 551;68620151051;7609;747536;393000;0;UTC+3
205;0;https://ru.wikipedia.org/wiki/%D0%95%D0%BD%D0%BE%D1%82%D0%B0%D0%B5%D0%B2%D0%BA%D0%B0;47.24361111;47.03277778;Енотаевка;Енотаевка;Астраханская;12 215 816 001;12615416101;7616;785143;416200;0;UTC+4
1315;0;https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D0%B7%D0%BE%D0%B2%D0%B0%D1%82%D0%BE%D0%B2%D0%BE;53.54638889;47.68361111;Кузоватово;Кузоватово;Ульяновская;73 216 551;73616151051;7620;784237;433760;605;UTC+4
153;0;https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D0%B5%D1%8F%D1%81%D0%BB%D0%B0%D0%B2%D0%BA%D0%B0;47.96305556;13.08416667;Переяславка;Переяславка;Хабаровский;8 224 551 000;8624151051;7621;+7 421 54;;0;UTC+10
204;0;https://ru.wikipedia.org/wiki/%D0%A7%D1%91%D1%80%D0%BD%D1%8B%D0%B9_%D0%AF%D1%80;48.06027778;46.10861111;Чёрный Яр;Черный Яр;Астраханская;12 250 836 001;12650436101;7621;;163503;0;UTC+4
1127;0;https://ru.wikipedia.org/wiki/%D0%A1%D0%BC%D0%B8%D1%80%D0%BD%D1%8B%D1%85;49.75;14.04722222;Смирных;Смирных;Сахалинская;64 246 551;64746000051;7624;+7 424 52;694350[2];0;UTC+11
1261;0;https://ru.wikipedia.org/wiki/%D0%A2%D0%BE%D0%B2%D0%B0%D1%80%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9;53.67611111;38.22777778;Товарковский;Товарковский;Тульская;70 208 848;70608448101;7651;748761;301822;0;UTC+3
1618;0;https://ru.wikipedia.org/wiki/%D0%AF%D1%80%D0%B5%D0%B3%D0%B0;63.56666667;53.7;Ярега;Ярега;Коми;87 425 586;87725000071;7657;;169347;0;UTC+3
1026;0;https://ru.wikipedia.org/wiki/%D0%94%D0%B5%D0%B4%D0%BE%D0%B2%D0%B8%D1%87%D0%B8;57.55;29.95;Дедовичи;Дедовичи;Псковская;58 210 551;58610151051;7685;781136;182710;18.97;UTC+3
1083;0;https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D1%81%D0%BD%D0%BE%D0%B9_(%D0%A0%D1%8F%D0%B7%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);54.2;40.46666667;Лесной;Лесной;Рязанская;61 258 557;61658157051;7687;;391539;0;UTC+3
344;0;https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D0%BB%D0%BE%D1%87%D0%BD%D0%BE%D0%B5_(%D0%92%D0%BE%D0%BB%D0%BE%D0%B3%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);59.29138889;39.66833333;Молочное;Молочное;Вологодская;19 401 000 002;19701000106;7690;78172;160555;0;UTC+3
1598;0;https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D0%B4%D0%B2%D0%BE%D0%B8%D1%86%D1%8B;63.88333333;34.25;Надвоицы;Надвоицы;Карелия;86 245 560;86645160051;7690;781431;186430;0;UTC+3
696;150;https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%88%D0%BA%D0%B8%D0%BD%D0%BE_(%D0%9A%D1%83%D1%80%D0%B3%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);55.33888889;63.9175;Мишкино;Мишкино;Курганская;222 551 3 7 2 22 551;37622151051;7704;735247;641040;0;UTC+5
1393;616;https://ru.wikipedia.org/wiki/%D0%AF%D1%81%D0%BD%D0%B0%D1%8F_(%D0%97%D0%B0%D0%B1%D0%B0%D0%B9%D0%BA%D0%B0%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D1%80%D0%B0%D0%B9);50.83055556;11.09638889;Ясная;Ясная;Забайкальский;76 232 000 031;76632470101;7720;730253;674504;0;UTC+9
1665;0;https://ru.wikipedia.org/wiki/%D0%AF%D0%BB%D0%B3%D0%B0_(%D0%9C%D0%BE%D1%80%D0%B4%D0%BE%D0%B2%D0%B8%D1%8F);54.11666667;45.12694444;Ялга;Ялга;Мордовия;89 401 674;89701000066;7735;;430904;0;UTC+3
1768;0;https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D0%B0%D1%8F_%D0%9F%D1%83%D1%80%D0%B3%D0%B0;56.55416667;52.99527778;Малая Пурга;Малая Пурга;Удмуртия;94 233 850 001;94633450101;7768;734138;427820;0;UTC+4
524;0;https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BA%D1%81%D0%B0%D1%82%D0%B8%D1%85%D0%B0;57.79666667;35.88444444;Максатиха;Максатиха;Тверская;28 240 551;28640151051;7769;748253;171900;0;UTC+3
1666;0;https://ru.wikipedia.org/wiki/%D0%AF%D0%B2%D0%B0%D1%81;54.41666667;42.85;Явас;Явас;Мордовия;89 221 580;89621180051;7782;783457;431160;0;UTC+3
992;0;https://ru.wikipedia.org/wiki/%D0%9B%D1%83%D0%BD%D0%B8%D0%BD%D0%BE_(%D0%9F%D0%B5%D0%BD%D0%B7%D0%B5%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);53.59388889;45.22805556;Лунино;Лунино;Пензенская;56 243 551;56643151051;7797;;442730;0;UTC+3
579;0;https://ru.wikipedia.org/wiki/%D0%A2%D0%B8%D1%81%D1%83%D0%BB%D1%8C;55.76194444;88.31527778;Тисуль;Тисуль;Кемеровская;32 228 551;32628151051;7801;738447;652210;0;UTC+7
1857;0;https://ru.wikipedia.org/wiki/%D0%98%D0%B1%D1%80%D0%B5%D1%81%D0%B8;55.3;47.03333333;Ибреси;Ибреси;Чувашия;97 213 551 000;97613151051;7802;783538;429700;6.27;UTC+3
695;140;https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BA%D1%83%D1%88%D0%B8%D0%BD%D0%BE;55.2;67.25;Макушино;Макушино;Курганская;37 220 501;37620101001;7810;735236;641600;0;UTC+5
1988;600;https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%B3%D0%B0%D1%81;43.16666667;44.81666667;Магас;Магас;Ингушетия;26 401;26701000001;7818;78734;386001;12.63;UTC+3
413;0;https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B6%D0%BD%D0%B5%D0%B2%D0%BE_(%D0%98%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);56.76666667;40.88333333;Лежнево;Лежнево;Ивановская;24 214 551 000;24614151051;7837;749357;155120;0;UTC+3
991;190;https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);52.96666667;43.41666667;Белинский;Белинский;Пензенская;56 212 501;56612101001;7843;784153;442289 и 442250;0;UTC+3
990;0;https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D1%87%D0%B5%D0%BB%D0%BC%D0%B0;53.32944444;43.31277778;Пачелма;Пачелма;Пензенская;56 254 551;56654151051;7854;784152;442100;0;UTC+3
1025;70;https://ru.wikipedia.org/wiki/%D0%94%D0%BD%D0%BE_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);57.83333333;29.96666667;Дно;Дно;Псковская;58 212 501;58612101001;7855;781135;182670;0;UTC+3
203;37;https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%80%D1%85%D0%BD%D0%B8%D0%B9_%D0%91%D0%B0%D1%81%D0%BA%D1%83%D0%BD%D1%87%D0%B0%D0%BA;48.23027778;46.71833333;Верхний Баскунчак;Верхний Баскунчак;Астраханская;122 055 573;12605157051;7860;+7 851 41;416530;0;UTC+4
1575;10;https://ru.wikipedia.org/wiki/%D0%AF%D1%88%D0%BA%D1%83%D0%BB%D1%8C_(%D0%BF%D0%BE%D1%81%D1%91%D0%BB%D0%BE%D0%BA);46.16944444;45.34277778;Яшкуль;Яшкуль;Калмыкия;85 254 885 001;85654485101;7861;784746;359150;0;UTC+3
523;175;https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D1%80%D0%B8%D1%86%D0%B0_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);56.51666667;34.93333333;Старица;Старица;Тверская;28 253 501;28653101001;7872;748263;171360;0;UTC+3
274;180;https://ru.wikipedia.org/wiki/%D0%9C%D0%B3%D0%BB%D0%B8%D0%BD;53.06111111;32.84833333;Мглин;Мглин;Брянская;15 236 501;15636101001;7884;748339;243220;0;UTC+3
888;0;https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B5%D1%81%D1%82%D1%86%D1%8B;58.25472222;32.51138889;Крестцы;Крестцы;Новгородская;49 214 551;49614151051;7904;781659;175461;0;UTC+3
989;0;https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BB%D1%8B%D1%88%D0%BB%D0%B5%D0%B9;52.70027778;44.53444444;Колышлей;Колышлей;Пензенская;56 233 551;56633151051;7907;;442830;0;UTC+3
707;171;https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%81%D1%91%D0%BB%D0%BE%D0%BA_%D0%B8%D0%BC%D0%B5%D0%BD%D0%B8_%D0%9A%D0%B0%D1%80%D0%BB%D0%B0_%D0%9B%D0%B8%D0%B1%D0%BA%D0%BD%D0%B5%D1%85%D1%82%D0%B0;51.62194444;35.48111111;Посёлок имени Карла Либкнехта;Поселок имени Карла Либкнехта;Курская;38 221 553;38621153051;7908;747131;307240;0;UTC+3
