;height;href;lat;long;name;norm_name;norm_reg;okato;oktmo;people;phone_code;post_index;square;timezone
201;0;https://ru.wikipedia.org/wiki/%D0%98%D0%BA%D1%80%D1%8F%D0%BD%D0%BE%D0%B5;46.09027778;47.73055556;Икряное;Икряное;Астраханская;12 220 820 001;12620420101;10036;785144;416370;0;UTC+4
2133;0;https://ru.wikipedia.org/wiki/%D0%95%D0%BB%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_(%D0%A1%D0%B2%D0%B5%D1%80%D0%B4%D0%BB%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);56.83444444;62.4975;Еланский;Еланский;Свердловская;65 223 830 002;65623430111;10038;;624860;0;UTC+5
911;0;https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B8%D0%B2%D0%BE%D0%B4%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0_(%D1%81%D0%B5%D0%BB%D0%BE);55.09138889;82.64888889;Криводановка;Криводановка;Новосибирская;50 240 819 001;50640419101;10051;7383;630511;0;UTC+7
1911;120;https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%80%D0%B3%D0%BE%D0%BF%D0%BE%D0%BB%D1%8C;61.5;38.93333333;Каргополь;Каргополь;Архангельская;11 218 501 000;11618101001;10055;781841;;13;UTC+3
2096;135;https://ru.wikipedia.org/wiki/%D0%9E%D0%B1%D1%83%D1%85%D0%BE%D0%B2%D0%BE_(%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9_%D0%BF%D0%BE%D1%81%D1%91%D0%BB%D0%BE%D0%BA);55.83222222;38.27333333;Обухово;Обухово;Московская;46 239 558;46639158051;10062;749651;142440;6.73;UTC+3
171;356;https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%B3%D0%B4%D0%B0%D0%B3%D0%B0%D1%87%D0%B8;53.45277778;12.09666667;Магдагачи;Магдагачи;Амурская;10 231 551;10631151051;10070;741653;676124;0;UTC+9
1656;0;https://ru.wikipedia.org/wiki/%D0%97%D1%83%D0%B1%D0%BE%D0%B2%D0%B0_%D0%9F%D0%BE%D0%BB%D1%8F%D0%BD%D0%B0;54.08333333;42.81666667;Зубова Поляна;Зубова Поляна;Мордовия;89 221 551 000;89621151051;10077;783458;431110;0;UTC+3
170;0;https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B5%D1%81%D1%81_(%D0%90%D0%BC%D1%83%D1%80%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);49.74472222;12.16111111;Прогресс;Прогресс;Амурская;10 465;10775000051;10078;741647;676790;101;UTC+9
1300;0;https://ru.wikipedia.org/wiki/%D0%A3%D1%80%D0%B5%D0%BD%D0%B3%D0%BE%D0%B9;65.96527778;78.375;Уренгой;Уренгой;Ямало-Ненецкий;71 920 159 051;71920159051;10082;734934;629860;0;UTC+5
1737;0;https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%B6%D0%BD%D1%8F%D1%8F_%D0%9C%D0%B0%D0%BA%D1%82%D0%B0%D0%BC%D0%B0;54.86666667;52.41666667;Нижняя Мактама;Нижняя Мактама;Татарстан;92 208 555;92608105051;10091;;423454;0;UTC+3
1301;0;https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BB%D0%BD%D0%B5%D1%87%D0%BD%D1%8B%D0%B9_(%D0%A5%D0%B0%D0%BD%D1%82%D1%8B-%D0%9C%D0%B0%D0%BD%D1%81%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D0%B0%D0%B2%D1%82%D0%BE%D0%BD%D0%BE%D0%BC%D0%BD%D1%8B%D0%B9_%D0%BE%D0%BA%D1%80%D1%83%D0%B3);61.27944444;73.18138889;Солнечный;Солнечный;Югра;71 126 908 001;71826407101;10103;;628452;0;UTC+5
578;935;https://ru.wikipedia.org/wiki/%D0%A8%D0%B5%D1%80%D0%B5%D0%B3%D0%B5%D1%88;52.92027778;87.99527778;Шерегеш;Шерегеш;Кемеровская;32 227 575;32627175051;10109;738473;652971;51.7;UTC+7
1804;0;https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D1%8B%D0%B9_%D0%AF%D1%80_(%D0%A5%D0%B0%D0%BA%D0%B0%D1%81%D0%B8%D1%8F);53.60027778;91.38805556;Белый Яр;Белый Яр;Хакасия;95 208;95605410101;10112;739041;655650;0;UTC+7
1472;0;https://ru.wikipedia.org/wiki/%D0%A2%D0%BE%D0%BB%D0%B1%D0%B0%D0%B7%D1%8B;54.00583333;55.89416667;Толбазы;Толбазы;Башкортостан;80 205 846 001;80605446101;10114;734745;453480, 453481;0;UTC+5
577;0;https://ru.wikipedia.org/wiki/%D0%A2%D1%8F%D0%B6%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9;56.12;88.51861111;Тяжинский;Тяжинский;Кемеровская;32 234 551;32634151051;10121;+7 (38449);652240;0;UTC+7
984;186;https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%88%D0%BC%D0%B0%D0%BA%D0%BE%D0%B2%D0%BE;53.21305556;43.03638889;Башмаково;Башмаково;Пензенская;56 203 551;56603151051;10134;784143;442060;12.74;UTC+3
1877;0;https://ru.wikipedia.org/wiki/%D0%A7%D1%83%D1%80%D0%B0%D0%BF%D1%87%D0%B0;61.99833333;13.04027778;Чурапча;Чурапча;Саха;982 588 701;98658470101;10134;741151;678670;34;UTC+9
1683;450;https://ru.wikipedia.org/wiki/%D0%94%D0%B8%D0%B3%D0%BE%D1%80%D0%B0;43.15;44.15;Дигора;Дигора;Алания;90 215 501 000;90615101001;10135;786733;363410;0;UTC+3
200;0;https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B0%D1%80%D1%81%D0%BA%D0%B8%D0%B9_(%D0%90%D1%81%D1%82%D1%80%D0%B0%D1%85%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);46.39972222;48.53888889;Володарский;Володарский;Астраханская;12 210 551 000;12610468101;10136;+7 851 42;;0;UTC+4
2029;15;https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D1%8B%D0%B9_%D0%9A%D1%8F%D1%85%D1%83%D0%BB%D0%B0%D0%B9;42.9375;47.51805556;Новый Кяхулай;Новый Кяхулай;Дагестан;82 401 695;82701365056;10146;;367950;0;UTC+3
542;150;https://ru.wikipedia.org/wiki/%D0%95%D1%80%D0%BC%D0%BE%D0%BB%D0%B8%D0%BD%D0%BE_(%D0%9A%D0%B0%D0%BB%D1%83%D0%B6%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);55.20555556;36.57;Ермолино;Ермолино;Калужская;29 206 557;29606157001;10158;748438;249027;7;UTC+3
1392;0;https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%BE%D0%BA%D1%80%D1%83%D1%87%D0%B8%D0%BD%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9;51.76944444;11.06305556;Новокручининский;Новокручининский;Забайкальский;76 250 558;76650158051;10159;;672570;0;UTC+9
337;50;https://ru.wikipedia.org/wiki/%D0%92%D1%8B%D1%82%D0%B5%D0%B3%D1%80%D0%B0;61;36.45;Вытегра;Вытегра;Вологодская;19 222 501 000;19622101001;10192;781746;162900;16;UTC+3
1682;495;https://ru.wikipedia.org/wiki/%D0%9E%D0%BA%D1%82%D1%8F%D0%B1%D1%80%D1%8C%D1%81%D0%BA%D0%BE%D0%B5_(%D0%9F%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BD%D1%8B%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);43.04916667;10.95138889;Октябрьское;Октябрьское;Алания;90 240 865 001;90640465101;10194;786738;363130;0;UTC+3
1613;0;https://ru.wikipedia.org/wiki/%D0%92%D1%83%D0%BA%D1%82%D1%8B%D0%BB;63.86666667;57.31666667;Вуктыл;Вуктыл;Коми;87 412;87712000001;10205;782146;169570;0;UTC+3
107;0;https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%B3%D1%80%D0%B0%D0%BD%D0%B8%D1%87%D0%BD%D1%8B%D0%B9_(%D0%9F%D1%80%D0%B8%D0%BC%D0%BE%D1%80%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D1%80%D0%B0%D0%B9);44.41361111;13.02277778;Пограничный;Пограничный;Приморский;52 325 511;5632151051;10215;742345;692582;0;UTC+10
754;0;https://ru.wikipedia.org/wiki/%D0%9C%D0%B3%D0%B0_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%BE%D0%B9_%D0%BF%D0%BE%D1%81%D1%91%D0%BB%D0%BE%D0%BA);59.75277778;31.06388889;Мга;Мга;Ленинградская;412 255 540;41625154051;10223;781362;187300;0;UTC+3
1910;0;https://ru.wikipedia.org/wiki/%D0%9F%D0%BB%D0%B5%D1%81%D0%B5%D1%86%D0%BA_(%D0%BF%D0%BE%D1%81%D1%91%D0%BB%D0%BE%D0%BA_%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D1%82%D0%B8%D0%BF%D0%B0);62.70833333;40.29666667;Плесецк;Плесецк;Архангельская;11 250 551 000;11650151051;10231;781832;;0;UTC+3
2123;75;https://ru.wikipedia.org/wiki/%D0%93%D0%B8%D0%B3%D0%B0%D0%BD%D1%82_(%D0%A0%D0%BE%D1%81%D1%82%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);46.50861111;41.34083333;Гигант;Гигант;Ростовская;60 250 812 001;60650412101;10249;786372;347628;0;UTC+3
1543;0;https://ru.wikipedia.org/wiki/%D0%A8%D0%B0%D0%BC%D1%85%D0%B0%D0%BB-%D0%A2%D0%B5%D1%80%D0%BC%D0%B5%D0%BD;43.03583333;47.31333333;Шамхал-Термен;Шамхал-Термен;Дагестан;82 401 362 003;82701362116;10260;78722;;1.7;UTC+3
2051;7;https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D1%80%D0%BE%D0%BD%D0%B8%D0%B6%D0%B5%D1%81%D1%82%D0%B5%D0%B1%D0%BB%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%B0%D1%8F;45.37527778;38.44472222;Старонижестеблиевская;Старонижестеблиевская;Краснодарский;3 223 825 001;3623425101;10260;786165;353840;0;UTC+3
1964;210;https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%BE%D0%B7%D1%91%D1%80%D0%BD%D1%8B%D0%B9;55.96666667;94.7;Заозёрный;Заозерный;Красноярский;4 247 501 000;4647101001;10277;739165;663960;11;UTC+7
1373;0;https://ru.wikipedia.org/wiki/%D0%90%D1%80%D0%B3%D0%B0%D1%8F%D1%88;55.48861111;60.87722222;Аргаяш;Аргаяш;Челябинская;75 206 812 001;75606412101;10284;735131;456880;16.5;UTC+5
691;135;https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%82%D1%83%D1%85%D0%BE%D0%B2%D0%BE_(%D0%9A%D1%83%D1%80%D0%B3%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);55.06666667;67.88333333;Петухово;Петухово;Курганская;37 226 501;37626101001;10304;735235;;0;UTC+5
1022;90;https://ru.wikipedia.org/wiki/%D0%9E%D0%BF%D0%BE%D1%87%D0%BA%D0%B0;56.71666667;28.65;Опочка;Опочка;Псковская;58 229 501;58629101001;10307;781138;182330;23.91;UTC+3
1471;0;https://ru.wikipedia.org/wiki/%D0%91%D1%83%D0%B7%D0%B4%D1%8F%D0%BA;54.57111111;10.75;Буздяк;Буздяк;Башкортостан;80 217 807 001;80617407101;10323;734773;452710;0;UTC+5
927;115;https://ru.wikipedia.org/wiki/%D0%A2%D1%8E%D0%BA%D0%B0%D0%BB%D0%B8%D0%BD%D1%81%D0%BA;55.86666667;72.2;Тюкалинск;Тюкалинск;Омская;52 418;52656101001;10326;+7 38 176;646330;0;UTC+6
2101;0;https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B0%D0%B2%D0%B4%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9;56.065;37.87;Правдинский;Правдинский;Московская;46 247 558;46647158051;10329;;141260;0;UTC+3
1082;166;https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);54.23333333;39.03333333;Михайлов;Михайлов;Рязанская;61 217 501;61617101001;10340;749130;391710—391712, 391739;8;UTC+3
1612;0;https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D1%80%D0%B3%D0%B0%D1%88%D0%BE%D1%80;67.58416667;63.79222222;Воргашор;Воргашор;Коми;87 410 553;87710000056;10345;782151;169934;0;UTC+3
2137;70;https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%B3%D0%B0%D0%BD%D0%B4%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9;56.89277778;65.89;Богандинский;Богандинский;Тюменская;71 244 552;71644410101;10348;;;0;UTC+5
926;78;https://ru.wikipedia.org/wiki/%D0%9C%D1%83%D1%80%D0%BE%D0%BC%D1%86%D0%B5%D0%B2%D0%BE_(%D0%9E%D0%BC%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);56.36666667;75.21666667;Муромцево;Муромцево;Омская;52 234 551;52634151051;10350;;646430;0;UTC+6
601;95;https://ru.wikipedia.org/wiki/%D0%9B%D1%83%D0%B7%D0%B0_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);60.61666667;47.28333333;Луза;Луза;Кировская;33 222 501;33622101001;10359;783346;;0;UTC+3
106;0;https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BA%D1%80%D0%BE%D0%B2%D0%BA%D0%B0_(%D0%9E%D0%BA%D1%82%D1%8F%D0%B1%D1%80%D1%8C%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD,_%D0%9F%D1%80%D0%B8%D0%BC%D0%BE%D1%80%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D1%80%D0%B0%D0%B9);43.95;13.02722222;Покровка;Покровка;Приморский;5 226 000 001;5626410101;10360;742344;692561;0;UTC+10
1391;0;https://ru.wikipedia.org/wiki/%D0%90%D1%82%D0%B0%D0%BC%D0%B0%D0%BD%D0%BE%D0%B2%D0%BA%D0%B0_(%D0%A7%D0%B8%D1%82%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);51.93333333;11.06055556;Атамановка;Атамановка;Забайкальский;76 250 554;76650154051;10364;;672530;0;UTC+9
667;20;https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%B2%D0%B5%D1%82%D1%81%D0%BA%D0%B8%D0%B9_(%D0%9A%D1%80%D1%8B%D0%BC);45.34277778;34.92833333;Советский;Советский;Крым;35 252 000 001;35652401101;10365;+7 36551[5][6];;0;UTC+3
960;215;https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D1%80%D1%8B%D1%88%D0%BA%D0%B8%D0%BD%D0%BE;52.96916667;35.72694444;Нарышкино;Нарышкино;Орловская;5 425 555;54655151051;10380;748647;303900;0;UTC+3
408;130;https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%B2%D0%BE%D0%BB%D0%B6%D1%81%D0%BA;57.48333333;42.13333333;Заволжск;Заволжск;Ивановская;24 205 501 000;24605101001;10384;749333;155410;0;UTC+3
372;140;https://ru.wikipedia.org/wiki/%D0%AD%D1%80%D1%82%D0%B8%D0%BB%D1%8C;51.83333333;40.8;Эртиль;Эртиль;Воронежская;20 258 501 000;20658101001;10410;747345;397030;20;UTC+3
2120;0;https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B8%D0%B2%D1%8F%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_(%D1%81%D1%82%D0%B0%D0%BD%D0%B8%D1%86%D0%B0);47.395;40.16805556;Кривянская;Кривянская;Ростовская;60 241 840 001;60641440101;10423;786360;346466;151.73;UTC+3
925;78;https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%BB%D1%8C%D1%88%D0%B5%D1%80%D0%B5%D1%87%D1%8C%D0%B5_(%D0%9E%D0%BC%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);56.09583333;74.62333333;Большеречье;Большеречье;Омская;52 203 551 000;52603151051;10427;+7 38169;646670;12.79;UTC+6
924;0;https://ru.wikipedia.org/wiki/%D0%9B%D1%8E%D0%B1%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9;55.15;72.7;Любинский;Любинский;Омская;52 229 551;52629151051;10435;;646160;0;UTC+6
666;20;https://ru.wikipedia.org/wiki/%D0%A9%D1%91%D0%BB%D0%BA%D0%B8%D0%BD%D0%BE;45.42361111;35.81861111;Щёлкино;Щелкино;Крым;35 227 505;35627105001;10453;+7 36557[5][6];298213/98213;34.2;UTC+3
2128;0;https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%BE%D0%B8%D1%86%D0%BA%D0%B8%D0%B9_(%D0%A1%D0%B2%D0%B5%D1%80%D0%B4%D0%BB%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);57.06111111;63.7425;Троицкий;Троицкий;Свердловская;65 249 000 001;65724000481;10467;734371;623620;0;UTC+5
885;161;https://ru.wikipedia.org/wiki/%D0%9E%D0%BA%D1%83%D0%BB%D0%BE%D0%B2%D0%BA%D0%B0;58.38333333;33.3;Окуловка;Окуловка;Новгородская;49 228 501;49628101001;10470;781657;;0;UTC+3
923;108;https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D1%80%D0%BB%D0%B0%D0%BA_(%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9_%D0%BF%D0%BE%D1%81%D1%91%D0%BB%D0%BE%D0%BA,_%D0%9E%D0%BC%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);54.15472222;74.80083333;Черлак;Черлак;Омская;52 258 551;52658151051;10472;738153;646250;0;UTC+6
1765;75;https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BC%D0%B1%D0%B0%D1%80%D0%BA%D0%B0;56.26666667;54.2;Камбарка;Камбарка;Удмуртия;94 220 501 000;94620101001;10477;734153;;26.47;UTC+4
1631;0;https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%B2%D0%B5%D1%82%D1%81%D0%BA%D0%B8%D0%B9_(%D0%9C%D0%B0%D1%80%D0%B8%D0%B9_%D0%AD%D0%BB);56.75;48.48333333;Советский;Советский;Марий;88 252 551 000;88652151051;10498;;425400;0;UTC+3
665;87;https://ru.wikipedia.org/wiki/%D0%9E%D0%BA%D1%82%D1%8F%D0%B1%D1%80%D1%8C%D1%81%D0%BA%D0%BE%D0%B5_(%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%BE%D0%B3%D0%B2%D0%B0%D1%80%D0%B4%D0%B5%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);45.28888889;34.125;Октябрьское;Октябрьское;Крым;35 620 402 051;35620402051;10501;+7 36556[6][7];297060[8] / 97060;0;UTC+3
226;0;https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%BA%D0%B8%D1%82%D0%BD%D0%BE%D0%B5_(%D0%91%D0%B5%D0%BB%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);50.83416667;35.83583333;Ракитное;Ракитное;Белгородская;14 248 551;14648151051;10504;747245;309310;0;UTC+3
2121;0;https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BC%D0%B5%D0%BD%D0%BE%D0%BB%D0%BE%D0%BC%D0%BD%D0%B8_(%D0%BF%D0%BE%D1%81%D1%91%D0%BB%D0%BE%D0%BA_%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D1%82%D0%B8%D0%BF%D0%B0);47.66861111;40.21361111;Каменоломни;Каменоломни;Ростовская;60 241 551;60641151051;10514;786360;346470, 346480;0;UTC+3
600;140;https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D0%B0%D1%8F_%D0%A5%D0%BE%D0%BB%D1%83%D0%BD%D0%B8%D1%86%D0%B0;58.83333333;50.85;Белая Холуница;Белая Холуница;Кировская;33 205 501;33605101001;10517;783364;613200;0;UTC+3
304;100;https://ru.wikipedia.org/wiki/%D0%A1%D1%83%D0%B4%D0%BE%D0%B3%D0%B4%D0%B0;55.95;40.86666667;Судогда;Судогда;Владимирская;17 252 501 000;17652101001;10527;749235;601350;12;UTC+3
753;32;https://ru.wikipedia.org/wiki/%D0%98%D0%B2%D0%B0%D0%BD%D0%B3%D0%BE%D1%80%D0%BE%D0%B4;59.375;28.20527778;Ивангород;Ивангород;Ленинградская;41 421;41621102001;10539;781375;;7.7;UTC+3
225;133;https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%B2%D0%B5%D1%80%D0%BD%D1%8B%D0%B9_(%D0%91%D0%B5%D0%BB%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);50.67555556;36.55694444;Северный;Северный;Белгородская;14 210 567;14610167051;10543;7472;;0;UTC+3
1542;10;https://ru.wikipedia.org/wiki/%D0%AE%D0%B6%D0%BD%D0%BE-%D0%A1%D1%83%D1%85%D0%BE%D0%BA%D1%83%D0%BC%D1%81%D0%BA;44.66666667;45.65;Южно-Сухокумск;Южно-Сухокумск;Дагестан;82 438;82738000001;10543;787276;368890;0;UTC+3
541;0;https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D1%80%D0%BE%D1%82%D1%8B%D0%BD%D1%81%D0%BA_(%D0%91%D0%B0%D0%B1%D1%8B%D0%BD%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);54.47166667;36.05111111;Воротынск;Воротынск;Калужская;29 202 828 001;29602103051;10551;74842;249200, 249201;0;UTC+3
2061;3;https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B0%D1%81%D1%82%D0%B0%D1%81%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%B0%D1%8F;45.2175;37.89111111;Анастасиевская;Анастасиевская;Краснодарский;3 245 802 001;3645402101;10569;786146;;0;UTC+3
1736;0;https://ru.wikipedia.org/wiki/%D0%A3%D1%80%D1%83%D1%81%D1%81%D1%83;54.59583333;53.4625;Уруссу;Уруссу;Татарстан;92 254 551 000;92654151051;10570;785593;;5.73;UTC+3
752;0;https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%81%D1%91%D0%BB%D0%BE%D0%BA_%D0%B8%D0%BC%D0%B5%D0%BD%D0%B8_%D0%9C%D0%BE%D1%80%D0%BE%D0%B7%D0%BE%D0%B2%D0%B0;59.975;31.0375;Посёлок имени Морозова;Поселок имени Морозова;Ленинградская;41 212 563;41612163051;10573;781370;188679;0;UTC+3
21;0;https://ru.wikipedia.org/wiki/%D0%97%D0%BC%D0%B5%D0%B8%D0%BD%D0%BE%D0%B3%D0%BE%D1%80%D1%81%D0%BA;51.16666667;82.16666667;Змеиногорск;Змеиногорск;Алтайский;1 214 501 000;1614101001;10575;738587;658480;32.6;UTC+7
1845;48;https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D1%80%D0%B2%D0%BB%D1%91%D0%BD%D0%BD%D0%B0%D1%8F;43.50138889;45.88333333;Червлённая;Червленная;Чечня;96 240 831 001;96640431101;10584;787136;366110;0;UTC+3
395;90;https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D1%80%D1%81%D0%BC%D0%B0;55.98333333;43.26666667;Ворсма;Ворсма;Нижегородская;22 242 503;22642103001;10589;783171;;0;UTC+3
1593;0;https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D1%82%D0%BA%D1%8F%D1%80%D0%B0%D0%BD%D1%82%D0%B0;61.56666667;31.48333333;Питкяранта;Питкяранта;Карелия;86 233 501;86633101001;10589;781433;186810;0;UTC+3
2122;0;https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%81%D1%87%D0%B0%D0%BD%D0%BE%D0%BA%D0%BE%D0%BF%D1%81%D0%BA%D0%BE%D0%B5;46.19611111;41.0775;Песчанокопское;Песчанокопское;Ростовская;60 244 855 001;60644455101;10593;786373;;0;UTC+3
599;140;https://ru.wikipedia.org/wiki/%D0%97%D1%83%D0%B5%D0%B2%D0%BA%D0%B0;58.40333333;51.13027778;Зуевка;Зуевка;Кировская;33 214 501;33614101001;10595;783337;612410, 612412;40;UTC+3
520;0;https://ru.wikipedia.org/wiki/%D0%9E%D0%B7%D1%91%D1%80%D0%BD%D1%8B%D0%B9_(%D0%A2%D0%B2%D0%B5%D1%80%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);57.86083333;33.67555556;Озёрный;Озерный;Тверская;28 553;28753000051;10603;;;198.7;UTC+3
2036;22;https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D1%80%D0%BE%D0%BC%D1%8B%D1%88%D0%B0%D1%81%D1%82%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F;45.34194444;39.07277778;Старомышастовская;Старомышастовская;Краснодарский;3 214 828 001;3614428101;10610;786162;;0;UTC+3
2057;640;https://ru.wikipedia.org/wiki/%D0%9F%D1%81%D0%B5%D0%B1%D0%B0%D0%B9;44.10916667;40.79;Псебай;Псебай;Краснодарский;3 233 556;3633156051;10615;786192;352585;0;UTC+3
2040;130;https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B2%D0%BA%D0%B0%D0%B7%D1%81%D0%BA%D0%B0%D1%8F;45.43972222;40.66888889;Кавказская;Кавказская;Краснодарский;3 218 810 001;3618410101;10627;786193;352140;0;UTC+3
2126;75;https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D1%80%D1%82%D0%BA%D0%BE%D0%B2%D0%BE_(%D0%A0%D0%BE%D1%81%D1%82%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);49.37861111;40.14805556;Чертково;Чертково;Ростовская;60 258 854 001;60658454101;10662;786387;346000;0;UTC+3
