norm_name;name;norm_reg;href;lat;long;okato;oktmo;people;square;height;phone_code;post_index;timezone;RegName;RegOKATO;RegPeople;RegSquare;adm_center;FedName;people2017;city_people;country_people
Анжеро-Судженск;Анжеро-Судженск;Кемеровская;https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B6%D0%B5%D1%80%D0%BE-%D0%A1%D1%83%D0%B4%D0%B6%D0%B5%D0%BD%D1%81%D0%BA;56.08333333;86.03333333;32 404;32704000001;71787;119.2;230.0;738453;652470;UTC+7;Кемеровская область;32;2708844.0;95725.0;Кемерово;Сибирский федеральный округ;71787;71787;
Белово;Белово;Кемеровская;https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D0%BE%D0%B2%D0%BE;54.41666667;86.3;32 407;32707000001;72843;219.34;220.0;738452;;UTC+7;Кемеровская область;32;2708844.0;95725.0;Кемерово;Сибирский федеральный округ;72843;72843;
Чапаевск;Чапаевск;Самарская;https://ru.wikipedia.org/wiki/%D0%A7%D0%B0%D0%BF%D0%B0%D0%B5%D0%B2%D1%81%D0%BA;52.98333333;49.71666667;36 450;36750000001;72944;187.49;50.0;784639;4461xx;UTC+4;Самарская область;36;3203679.0;53565.0;Самара;Приволжский федеральный округ;72944;72944;
Кирово-Чепецк;Кирово-Чепецк;Кировская;https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D0%BE-%D0%A7%D0%B5%D0%BF%D0%B5%D1%86%D0%BA;58.55;50.01666667;33 407;33707000001;73279;53.36;140.0;783361;613040;UTC+3;Кировская область;33;1291684.0;120374.0;Киров;Приволжский федеральный округ;73279;73279;
Новоалтайск;Новоалтайск;Алтайский;https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%BE%D0%B0%D0%BB%D1%82%D0%B0%D0%B9%D1%81%D0%BA;53.4;83.93333333;1 413;01713000001;73712;72.2;140.0;738532;658ХХХ;UTC+7;Алтайский край;1;2365680.0;167996.0;Барнаул;Сибирский федеральный округ;73712;73712;
Егорьевск;Егорьевск;Московская;https://ru.wikipedia.org/wiki/%D0%95%D0%B3%D0%BE%D1%80%D1%8C%D0%B5%D0%B2%D1%81%D0%BA;55.38333333;39.03361111;46 212 501;46722000001;73723;29.0;150.0;749640;;UTC+3;Московская область;46;7423470.0;44329.0;Красногорск;Центральный федеральный округ;73723;73723;
Елабуга;Елабуга;Татарстан;https://ru.wikipedia.org/wiki/%D0%95%D0%BB%D0%B0%D0%B1%D1%83%D0%B3%D0%B0;55.76666667;52.03333333;92 415;92626101001;73817;41.1;70.0;785557;423600;UTC+3;Татарстан;92;3885253.0;67847.0;Казань;Приволжский федеральный округ;73817;73817;
Биробиджан;Биробиджан;Еврейская;https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D1%80%D0%BE%D0%B1%D0%B8%D0%B4%D0%B6%D0%B0%D0%BD;48.78333333;13.04888889;99 401;99701000001;74095;169.38;80.0;742622;;UTC+10;Еврейская АО;99;164217.0;36271.0;Биробиджан;Дальневосточный федеральный округ;74095;74095;
Ивантеевка;Ивантеевка;Московская;https://ru.wikipedia.org/wiki/%D0%98%D0%B2%D0%B0%D0%BD%D1%82%D0%B5%D0%B5%D0%B2%D0%BA%D0%B0;55.97;37.92;46 432;46732000001;74497;14.49;150.0;7496;;UTC+3;Московская область;46;7423470.0;44329.0;Красногорск;Центральный федеральный округ;74497;74497;
Черногорск;Черногорск;Хакасия;https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D1%80%D0%BD%D0%BE%D0%B3%D0%BE%D1%80%D1%81%D0%BA;53.81666667;91.28333333;95 415;95715000001;74698;0.0;260.0;739031;655150;UTC+7;Хакасия;95;537668.0;61569.0;Абакан;Сибирский федеральный округ;74698;74698;
Геленджик;Геленджик;Краснодарский;https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%BB%D0%B5%D0%BD%D0%B4%D0%B6%D0%B8%D0%BA;44.56083333;38.07666667;3 408;03708000001;74887;19.25;15.0;786141;;UTC+3;Краснодарский край;3;5570945.0;75485.0;Краснодар;Южный федеральный округ;74887;74887;
Дубна;Дубна;Московская;https://ru.wikipedia.org/wiki/%D0%94%D1%83%D0%B1%D0%BD%D0%B0;56.75;37.15;46 418;46718000001;75018;63.36;125.0;749621;;UTC+3;Московская область;46;7423470.0;44329.0;Красногорск;Центральный федеральный округ;75018;75018;
Троицк;Троицк;Челябинская;https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%BE%D0%B8%D1%86%D0%BA_(%D0%A7%D0%B5%D0%BB%D1%8F%D0%B1%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);54.08333333;61.56666667;75 452;75752000001;75231;128.97;170.0;735163;457100;UTC+5;Челябинская область;74;3502323.0;88529.0;Челябинск;Уральский федеральный округ;75231;75231;
Анапа;Анапа;Краснодарский;https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B0%D0%BF%D0%B0;44.89444444;37.31666667;3 403 000 000;03703000001;75375;58.98;11.0;786133;;UTC+3;Краснодарский край;3;5570945.0;75485.0;Краснодар;Южный федеральный округ;75375;75375;
Минеральные Воды;Минеральные Воды;Ставропольский;https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D0%BD%D0%B5%D1%80%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5_%D0%92%D0%BE%D0%B4%D1%8B;44.20083333;43.1125;7 421;07721000001;75381;51.55;300.0;787922;357200;UTC+3;Ставропольский край;7;2804383.0;66160.0;Ставрополь;Северо–Кавказский федеральный округ;75381;75381;
Шадринск;Шадринск;Курганская;https://ru.wikipedia.org/wiki/%D0%A8%D0%B0%D0%B4%D1%80%D0%B8%D0%BD%D1%81%D0%BA;56.08333333;63.63333333;37 405;37705000001;75623;173.66;80.0;735253;641870;UTC+5;Курганская область;37;854109.0;71488.0;Курган;Уральский федеральный округ;75623;75623;
Балашов;Балашов;Саратовская;https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%BB%D0%B0%D1%88%D0%BE%D0%B2_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);51.55;43.16666667;63 410;63608101001;77391;72.9;140.0;784545;412302—412316;UTC+4;Саратовская область;63;2479260.0;101240.0;Саратов;Приволжский федеральный округ;77391;77391;
Усолье-Сибирское;Усолье-Сибирское;Иркутская;https://ru.wikipedia.org/wiki/%D0%A3%D1%81%D0%BE%D0%BB%D1%8C%D0%B5-%D0%A1%D0%B8%D0%B1%D0%B8%D1%80%D1%81%D0%BA%D0%BE%D0%B5;52.75;10.06083333;25 436;25736000001;77989;74.0;440.0;739543;665460;UTC+8;Иркутская область;25;2408901.0;774846.0;Иркутск;Сибирский федеральный округ;77989;77989;
Бор;Бор;Нижегородская;https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D1%80_(%D0%9D%D0%B8%D0%B6%D0%B5%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);56.36027778;44.05916667;22 412 000;22712000001;78385;147.0;75.0;783159;606440;UTC+3;Нижегородская область;22;3247713.0;76624.0;Нижний Новгород;Приволжский федеральный округ;78385;78385;
Выборг;Выборг;Ленинградская;https://ru.wikipedia.org/wiki/%D0%92%D1%8B%D0%B1%D0%BE%D1%80%D0%B3;60.70916667;28.74416667;41 417;41615101001;78457;160.85;3.0;781378;;UTC+3;Ленинградская область;41;1791916.0;83908.0;Санкт-Петербург;Северо-Западный федеральный округ;78457;78457;
Клин;Клин;Московская;https://ru.wikipedia.org/wiki/%D0%9A%D0%BB%D0%B8%D0%BD_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);56.33388889;36.7125;46 221 501;46621101001;79056;37.0;160.0;+7 49624[2];;UTC+3;Московская область;46;7423470.0;44329.0;Красногорск;Центральный федеральный округ;79056;79056;
Ялта;Ялта;Крым;https://ru.wikipedia.org/wiki/%D0%AF%D0%BB%D1%82%D0%B0;44.49944444;34.15527778;;35729000001;79457;18.2;54.0;+7 3654[6][7];;UTC+3;Крым;35;1912168.0;26081.0;Симферополь;Крымский федеральный округ;79457;79457;
Озерск;Озёрск;Челябинская;https://ru.wikipedia.org/wiki/%D0%9E%D0%B7%D1%91%D1%80%D1%81%D0%BA_(%D0%A7%D0%B5%D0%BB%D1%8F%D0%B1%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);55.75;60.71666667;75 543;75743000001;79518;657.32;240.0;+7 35130;;UTC+5;Челябинская область;74;3502323.0;88529.0;Челябинск;Уральский федеральный округ;79265;79265;
Азов;Азов;Ростовская;https://ru.wikipedia.org/wiki/%D0%90%D0%B7%D0%BE%D0%B2;47.1;39.41666667;60 404;60704000001;81335;67.5;40.0;786342;;UTC+3;Ростовская область;60;4231355.0;100967.0;Ростов-на-Дону;Южный федеральный округ;81335;81335;
Новоуральск;Новоуральск;Свердловская;https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%BE%D1%83%D1%80%D0%B0%D0%BB%D1%8C%D1%81%D0%BA;57.25;60.08333333;65 540;65752000001;81577;31.9;300.0;734377;;UTC+5;Свердловская область;65;4329341.0;194307.0;Екатеринбург;Уральский федеральный округ;81577;81577;
Юрга;Юрга;Кемеровская;https://ru.wikipedia.org/wiki/%D0%AE%D1%80%D0%B3%D0%B0;55.73333333;84.9;32 449;32749000001;81733;44.8;150.0;738451;;UTC+7;Кемеровская область;32;2708844.0;95725.0;Кемерово;Сибирский федеральный округ;81733;81733;
Усть-Илимск;Усть-Илимск;Иркутская;https://ru.wikipedia.org/wiki/%D0%A3%D1%81%D1%82%D1%8C-%D0%98%D0%BB%D0%B8%D0%BC%D1%81%D0%BA;58.0;10.04444444;25 438;25738000001;82455;229.0;300.0;739535;;UTC+8;Иркутская область;25;2408901.0;774846.0;Иркутск;Сибирский федеральный округ;82455;82455;
Кузнецк;Кузнецк;Пензенская;https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D0%B7%D0%BD%D0%B5%D1%86%D0%BA;53.11666667;46.6;56 405;56705000001;83400;42.08;240.0;784157;442530;UTC+3;Пензенская область;56;1341526.0;43352.0;Пенза;Приволжский федеральный округ;83400;83400;
Чайковский;Чайковский;Пермский;https://ru.wikipedia.org/wiki/%D0%A7%D0%B0%D0%B9%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);56.76666667;54.11666667;57 435;57654101001;83486;56.49;95.0;734241;;UTC+5;Пермский край;57;2632097.0;160236.0;Пермь;Приволжский федеральный округ;83486;83486;
Кинешма;Кинешма;Ивановская;https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D0%BD%D0%B5%D1%88%D0%BC%D0%B0;57.45;42.15;24 405;24705000001;83871;49.0;110.0;749331;155800 - 155819;UTC+3;Ивановская область;24;1023170.0;21437.0;Иваново;Центральный федеральный округ;83871;83871;
Ейск;Ейск;Краснодарский;https://ru.wikipedia.org/wiki/%D0%95%D0%B9%D1%81%D0%BA;46.71055556;38.27777778;3 411;03616101001;84259;144.0;10.0;786132;;UTC+3;Краснодарский край;3;5570945.0;75485.0;Краснодар;Южный федеральный округ;84259;84259;
Железногорск;Железногорск;Красноярский;https://ru.wikipedia.org/wiki/%D0%96%D0%B5%D0%BB%D0%B5%D0%B7%D0%BD%D0%BE%D0%B3%D0%BE%D1%80%D1%81%D0%BA_(%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%BE%D1%8F%D1%80%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D1%80%D0%B0%D0%B9);56.25;93.53333333;4 535;04735000001;84543;456.6;150.0;73919;662970;UTC+7;Красноярский край;4;2875301.0;2366797.0;Красноярск;Сибирский федеральный округ;84144;84144;
Бугульма;Бугульма;Татарстан;https://ru.wikipedia.org/wiki/%D0%91%D1%83%D0%B3%D1%83%D0%BB%D1%8C%D0%BC%D0%B0;54.53333333;52.78333333;92 410;92617101001;85476;27.87;315.0;+7 (85594);;UTC+3;Татарстан;92;3885253.0;67847.0;Казань;Приволжский федеральный округ;85476;85476;
Бузулук;Бузулук;Оренбургская;https://ru.wikipedia.org/wiki/%D0%91%D1%83%D0%B7%D1%83%D0%BB%D1%83%D0%BA;52.76666667;52.26666667;53 412;53712000001;86316;54.42;70.0;735342;;UTC+5;Оренбургская область;53;1989589.0;123702.0;Оренбург;Приволжский федеральный округ;86316;86316;
Губкин;Губкин;Белгородская;https://ru.wikipedia.org/wiki/%D0%93%D1%83%D0%B1%D0%BA%D0%B8%D0%BD_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);51.28333333;37.55;14 430;14730000001;86999;42.0;180.0;747241;;UTC+3;Белгородская область;14;1552865.0;27134.0;Белгород;Центральный федеральный округ;86999;86999;
Лобня;Лобня;Московская;https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D0%B1%D0%BD%D1%8F;56.01194444;37.47444444;46 440;46740000001;87352;29.5;195.0;+7 577, 498;141730;UTC+3;Московская область;46;7423470.0;44329.0;Красногорск;Центральный федеральный округ;87352;87352;
Михайловск;Михайловск;Ставропольский;https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D1%81%D0%BA_(%D0%A1%D1%82%D0%B0%D0%B2%D1%80%D0%BE%D0%BF%D0%BE%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D1%80%D0%B0%D0%B9);45.13944444;42.03388889;7 258 501;07658101001;87916;21.0;440.0;786553;;UTC+3;Ставропольский край;7;2804383.0;66160.0;Ставрополь;Северо–Кавказский федеральный округ;87916;87916;
Новотроицк;Новотроицк;Оренбургская;https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%BE%D1%82%D1%80%D0%BE%D0%B8%D1%86%D0%BA;51.20666667;58.32805556;53 420;53720000001;88216;352.34;200.0;73537;462351;UTC+5;Оренбургская область;53;1989589.0;123702.0;Оренбург;Приволжский федеральный округ;88216;88216;
Каменск-Шахтинский;Каменск-Шахтинский;Ростовская;https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BC%D0%B5%D0%BD%D1%81%D0%BA-%D0%A8%D0%B0%D1%85%D1%82%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9;48.31666667;40.26666667;60 419;60719000001;89657;160.0;60.0;+7 86365;347800;UTC+3;Ростовская область;60;4231355.0;100967.0;Ростов-на-Дону;Южный федеральный округ;89657;89657;
Канск;Канск;Красноярский;https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BD%D1%81%D0%BA;56.2;95.7;4 420;04720000001;90231;96.3;200.0;739161;6636**;UTC+7;Красноярский край;4;2875301.0;2366797.0;Красноярск;Сибирский федеральный округ;90231;90231;
Киселевск;Киселёвск;Кемеровская;https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D1%81%D0%B5%D0%BB%D1%91%D0%B2%D1%81%D0%BA;53.98333333;86.7;32 416;32716000001;90980;160.0;320.0;738464;652700—652799;UTC+7;Кемеровская область;32;2708844.0;95725.0;Кемерово;Сибирский федеральный округ;90980;90980;
Магадан;Магадан;Магаданская;https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%B3%D0%B0%D0%B4%D0%B0%D0%BD;59.56666667;15.01333333;44 401;44701000001;92711;295.0;70.0;74132;685000;UTC+11;Магаданская область;44;145570.0;462464.0;Магадан;Дальневосточный федеральный округ;92711;92711;
