norm_name;name;norm_reg;href;lat;long;okato;oktmo;people;square;height;phone_code;post_index;timezone;RegName;RegOKATO;RegPeople;RegSquare;adm_center;FedName;people2017;city_people;country_people
Птичник;Птичник;Еврейская;https://ru.wikipedia.org/wiki/%D0%9F%D1%82%D0%B8%D1%87%D0%BD%D0%B8%D0%BA_(%D0%95%D0%B2%D1%80%D0%B5%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%B0%D0%B2%D1%82%D0%BE%D0%BD%D0%BE%D0%BC%D0%BD%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);48.74611111;13.04916667;99 205 845 001;99605445101;3194;0.0;0.0;;679510;UTC+10;Еврейская АО;99;164217.0;36271.0;Биробиджан;Дальневосточный федеральный округ;;;
Суг-Аксы;Суг-Аксы;Тыва;https://ru.wikipedia.org/wiki/%D0%A1%D1%83%D0%B3-%D0%90%D0%BA%D1%81%D1%8B;51.415;91.305;93 238 827 001;93638427101;3196;0.0;0.0;;668150;UTC+7;Тыва;93;318550.0;168604.0;Кызыл;Сибирский федеральный округ;;;
Киясово;Киясово;Удмуртия;https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D1%8F%D1%81%D0%BE%D0%B2%D0%BE_(%D0%A3%D0%B4%D0%BC%D1%83%D1%80%D1%82%D0%B8%D1%8F);56.34388889;53.1225;94 228 844 001;94628444101;3200;0.0;0.0;734133;427840;UTC+4;Удмуртия;94;1516826.0;42061.0;Ижевск;Приволжский федеральный округ;;;
Хандагайты;Хандагайты;Тыва;https://ru.wikipedia.org/wiki/%D0%A5%D0%B0%D0%BD%D0%B4%D0%B0%D0%B3%D0%B0%D0%B9%D1%82%D1%8B;50.73083333;92.07055556;93 230 844 001;93630444101;3209;0.0;0.0;;668130;UTC+7;Тыва;93;318550.0;168604.0;Кызыл;Сибирский федеральный округ;;;
Джида;Джида;Бурятия;https://ru.wikipedia.org/wiki/%D0%94%D0%B6%D0%B8%D0%B4%D0%B0_(%D0%91%D1%83%D1%80%D1%8F%D1%82%D0%B8%D1%8F);50.68611111;10.10277778;81 212 553;81612435101;3215;0.0;0.0;730134;671900;UTC+8;Бурятия;81;984134.0;351334.0;Улан-Удэ;Сибирский федеральный округ;;;
Новосиль;Новосиль;Орловская;https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%BE%D1%81%D0%B8%D0%BB%D1%8C;52.96666667;37.05;54 243 501;54643101001;3216;5.14;220.0;748673;303500;UTC+3;Орловская область;54;754816.0;24652.0;Орел;Центральный федеральный округ;3216;3216;
Итатский;Итатский;Кемеровская;https://ru.wikipedia.org/wiki/%D0%98%D1%82%D0%B0%D1%82%D1%81%D0%BA%D0%B8%D0%B9;56.06666667;89.0;32 234 554;32634154051;3228;0.0;246.0;;652245;UTC+7;Кемеровская область;32;2708844.0;95725.0;Кемерово;Сибирский федеральный округ;3228;3228;
Краснознаменск;Краснознаменск;Калининградская;https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%BE%D0%B7%D0%BD%D0%B0%D0%BC%D0%B5%D0%BD%D1%81%D0%BA_(%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);54.95;22.5;27 218 501;27713000001;3237;8.0;30.0;740164;238730;UTC+2;Калининградская область;27;986261.0;15125.0;Калининград;Северо-Западный федеральный округ;3237;3237;
Антропово;Антропово;Костромская;https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D1%82%D1%80%D0%BE%D0%BF%D0%BE%D0%B2%D0%BE_(%D0%90%D0%BD%D1%82%D1%80%D0%BE%D0%BF%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);58.4;43.01666667;34 202 803;34602403101;3237;0.0;0.0;749430;157260;UTC+3;Костромская область;34;648157.0;60211.0;Кострома;Центральный федеральный округ;;;
Тээли;Тээли;Тыва;https://ru.wikipedia.org/wiki/%D0%A2%D1%8D%D1%8D%D0%BB%D0%B8;51.00972222;90.21333333;93 205 844 001;93605444101;3251;0.0;0.0;739442;668010[2];UTC+7;Тыва;93;318550.0;168604.0;Кызыл;Сибирский федеральный округ;;;
Ильинско-Подомское;Ильинско-Подомское;Архангельская;https://ru.wikipedia.org/wiki/%D0%98%D0%BB%D1%8C%D0%B8%D0%BD%D1%81%D0%BA%D0%BE-%D0%9F%D0%BE%D0%B4%D0%BE%D0%BC%D1%81%D0%BA%D0%BE%D0%B5;61.11666667;47.97555556;11 211 812 001;11611412101;3254;0.0;0.0;;;UTC+3;Архангельская область;11;1165750.0;589913.0;Архангельск;Северо-Западный федеральный округ;;;
Обозерский;Обозерский;Архангельская;https://ru.wikipedia.org/wiki/%D0%9E%D0%B1%D0%BE%D0%B7%D0%B5%D1%80%D1%81%D0%BA%D0%B8%D0%B9;63.43333333;40.3;11 250 563 000;11650163051;3260;4.0;0.0;7818232;;UTC+3;Архангельская область;11;1165750.0;589913.0;Архангельск;Северо-Западный федеральный округ;3260;3260;
Самагалтай;Самагалтай;Тыва;https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BC%D0%B0%D0%B3%D0%B0%D0%BB%D1%82%D0%B0%D0%B9;50.60861111;95.01277778;93 245 833 001;93645433101;3267;0.0;1250.0;739438;668360;UTC+7;Тыва;93;318550.0;168604.0;Кызыл;Сибирский федеральный округ;;;
Белый;Белый;Тверская;https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D1%8B%D0%B9_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);55.83333333;32.93333333;28 206 501;28606101001;3268;0.0;185.0;748250;172530;UTC+3;Тверская область;28;1296799.0;84201.0;Тверь;Центральный федеральный округ;3268;3268;
Усть-Омчуг;Усть-Омчуг;Магаданская;https://ru.wikipedia.org/wiki/%D0%A3%D1%81%D1%82%D1%8C-%D0%9E%D0%BC%D1%87%D1%83%D0%B3;61.15;14.16055556;44 216 551;44716000051;3273;0.0;0.0;741344;686050;UTC+11;Магаданская область;44;145570.0;462464.0;Магадан;Дальневосточный федеральный округ;3273;3273;
Моргауши;Моргауши;Чувашия;https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D1%80%D0%B3%D0%B0%D1%83%D1%88%D0%B8;55.96444444;46.76527778;97 232 835 001;97632435101;3280;0.0;0.0;783541;429530;UTC+3;Чувашия;97;1235863.0;18343.0;Чебоксары;Приволжский федеральный округ;;;
Мезень;Мезень;Архангельская;https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%B7%D0%B5%D0%BD%D1%8C_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);65.85;44.23333333;11 242 501 000;11642101001;3287;0.0;20.0;781848;;UTC+3;Архангельская область;11;1165750.0;589913.0;Архангельск;Северо-Западный федеральный округ;3287;3287;
Бехтеевка;Бехтеевка;Белгородская;https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D1%85%D1%82%D0%B5%D0%B5%D0%B2%D0%BA%D0%B0_(%D0%9A%D0%BE%D1%80%D0%BE%D1%87%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);50.8075;37.21638889;14 240 805 001;14640416101;3290;0.0;0.0;747231;309218 [2];UTC+3;Белгородская область;14;1552865.0;27134.0;Белгород;Центральный федеральный округ;;;
Малоархангельск;Малоархангельск;Орловская;https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D0%BE%D0%B0%D1%80%D1%85%D0%B0%D0%BD%D0%B3%D0%B5%D0%BB%D1%8C%D1%81%D0%BA_(%D0%9E%D1%80%D0%BB%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);52.4;36.5;54 232 501;54632101001;3293;0.0;220.0;748679;303370;UTC+3;Орловская область;54;754816.0;24652.0;Орел;Центральный федеральный округ;3293;3293;
Новоржев;Новоржев;Псковская;https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%BE%D1%80%D0%B6%D0%B5%D0%B2;57.03333333;29.33333333;58 223 501;58623101001;3296;8.6;75.0;781143;182440;UTC+3;Псковская область;58;642164.0;55399.0;Псков;Северо-Западный федеральный округ;3296;3296;
Талажский авиагородок;Талажский авиагородок;Архангельская;https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%BB%D0%B0%D0%B6%D1%81%D0%BA%D0%B8%D0%B9_%D0%B0%D0%B2%D0%B8%D0%B0%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%BE%D0%BA;64.59083333;40.70638889;11 401 380 001;11701000126;3298;0.0;0.0;;;UTC+3;Архангельская область;11;1165750.0;589913.0;Архангельск;Северо-Западный федеральный округ;;;
Вершина Теи;Вершина Тёи;Хакасия;https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%80%D1%88%D0%B8%D0%BD%D0%B0_%D0%A2%D1%91%D0%B8;53.26944444;89.56472222;95 208 569;95608169051;3309;0.0;950.0;;655731;UTC+7;Хакасия;95;537668.0;61569.0;Абакан;Сибирский федеральный округ;3309;3309;
Чаа-Холь;Чаа-Холь;Тыва;https://ru.wikipedia.org/wiki/%D0%A7%D0%B0%D0%B0-%D0%A5%D0%BE%D0%BB%D1%8C;51.515;92.33194444;93 256 840 001;93656440101;3346;0.0;0.0;;668221;UTC+7;Тыва;93;318550.0;168604.0;Кызыл;Сибирский федеральный округ;;;
Новый Уоян;Новый Уоян;Бурятия;https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D1%8B%D0%B9_%D0%A3%D0%BE%D1%8F%D0%BD;56.14055556;11.02888889;81 245 556;81645156051;3351;0.0;512.0;730130;671732;UTC+8;Бурятия;81;984134.0;351334.0;Улан-Удэ;Сибирский федеральный округ;3351;3351;
Руэм;Руэм;Марий;https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D1%8D%D0%BC;56.63333333;47.75833333;88 228 842 001;88628442101;3355;1.64;0.0;78362;425231;UTC+3;Марий Эл;88;684684.0;23375.0;Йошкар-Ола;Приволжский федеральный округ;;;
Сокол;Сокол;Сахалинская;https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%BA%D0%BE%D0%BB_(%D0%A1%D0%B0%D1%85%D0%B0%D0%BB%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);47.23555556;14.04583333;64 212 824 001;64712000151;3367;0.0;0.0;;694060[2];UTC+11;Сахалинская область;64;487344.0;87101.0;Южно-Сахалинск;Дальневосточный федеральный округ;;;
Октябрьский;Октябрьский;Удмуртия;https://ru.wikipedia.org/wiki/%D0%9E%D0%BA%D1%82%D1%8F%D0%B1%D1%80%D1%8C%D1%81%D0%BA%D0%B8%D0%B9_(%D0%97%D0%B0%D0%B2%D1%8C%D1%8F%D0%BB%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);56.84416667;53.3275;94 216 832 001;94616432101;3407;0.0;0.0;73412;427006;UTC+4;Удмуртия;94;1516826.0;42061.0;Ижевск;Приволжский федеральный округ;;;
Ишлеи;Ишлеи;Чувашия;https://ru.wikipedia.org/wiki/%D0%98%D1%88%D0%BB%D0%B5%D0%B8_(%D0%98%D1%88%D0%BB%D0%B5%D0%B9%D1%81%D0%BA%D0%BE%D0%B5_%D1%81%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%BE%D0%B5_%D0%BF%D0%BE%D1%81%D0%B5%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5);56.0225;47.0475;97 244 832 001;97644432101;3441;0.0;240.0;;429520;;Чувашия;97;1235863.0;18343.0;Чебоксары;Приволжский федеральный округ;;;
Катунино;Катунино;Архангельская;https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D1%83%D0%BD%D0%B8%D0%BD%D0%BE_(%D0%90%D1%80%D1%85%D0%B0%D0%BD%D0%B3%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);64.39222222;40.64333333;11 252 820 001;11652420101;3443;0.0;0.0;;163513;UTC+3;Архангельская область;11;1165750.0;589913.0;Архангельск;Северо-Западный федеральный округ;;;
Холм;Холм;Новгородская;https://ru.wikipedia.org/wiki/%D0%A5%D0%BE%D0%BB%D0%BC_(%D0%B3%D0%BE%D1%80%D0%BE%D0%B4);57.15;31.18333333;49 247 501;49647101001;3445;9.0;65.0;781654;;UTC+3;Новгородская область;49;612522.0;54501.0;Великий Новгород;Северо-Западный федеральный округ;3445;3445;
Шипицыно;Шипицыно;Архангельская;https://ru.wikipedia.org/wiki/%D0%A8%D0%B8%D0%BF%D0%B8%D1%86%D1%8B%D0%BD%D0%BE_(%D0%9A%D0%BE%D1%82%D0%BB%D0%B0%D1%81%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);61.2825;46.51416667;11 227 580;11627180051;3460;4.0;65.0;+7 818 37;165320;UTC+3;Архангельская область;11;1165750.0;589913.0;Архангельск;Северо-Западный федеральный округ;3460;3460;
Верхняя Тойма;Верхняя Тойма;Архангельская;https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%80%D1%85%D0%BD%D1%8F%D1%8F_%D0%A2%D0%BE%D0%B9%D0%BC%D0%B0;62.25;45.01666667;11 208 808 001;11608408101;3462;0.0;0.0;781854;;UTC+3;Архангельская область;11;1165750.0;589913.0;Архангельск;Северо-Западный федеральный округ;;;
Локня;Локня;Псковская;https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D0%BA%D0%BD%D1%8F_(%D0%9F%D1%81%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);56.83333333;30.15;58 218 551;58618151051;3470;0.0;0.0;781139;182900;UTC+3;Псковская область;58;642164.0;55399.0;Псков;Северо-Западный федеральный округ;3470;3470;
Пычас;Пычас;Удмуртия;https://ru.wikipedia.org/wiki/%D0%9F%D1%8B%D1%87%D0%B0%D1%81;56.50444444;52.44333333;94 235 850 001;94635451101;3477;0.0;0.0;734139;427780;UTC+4;Удмуртия;94;1516826.0;42061.0;Ижевск;Приволжский федеральный округ;;;
Среднеколымск;Среднеколымск;Саха;https://ru.wikipedia.org/wiki/%D0%A1%D1%80%D0%B5%D0%B4%D0%BD%D0%B5%D0%BA%D0%BE%D0%BB%D1%8B%D0%BC%D1%81%D0%BA;67.45;15.06166667;98 246 501 000;98646101001;3488;301.0;15.0;741156;678790;UTC+11;Саха (Якутия);98;962835.0;3083523.0;Якутск;Дальневосточный федеральный округ;3488;3488;
Кадый;Кадый;Костромская;https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B4%D1%8B%D0%B9;57.78083333;43.18833333;34 210 551;34610151051;3507;0.0;0.0;749442;157980;UTC+3;Костромская область;34;648157.0;60211.0;Кострома;Центральный федеральный округ;3507;3507;
Улаган;Улаган;Алтай;https://ru.wikipedia.org/wiki/%D0%A3%D0%BB%D0%B0%D0%B3%D0%B0%D0%BD;50.61666667;87.95;84 230 835 001;84630435101;3516;0.0;1300.0;;649750;UTC+7;Алтай;84;217007.0;92903.0;Горно-Алтайск;Сибирский федеральный округ;;;
Чермоз;Чёрмоз;Пермский;https://ru.wikipedia.org/wiki/%D0%A7%D1%91%D1%80%D0%BC%D0%BE%D0%B7;58.78333333;56.15;57 220 504 000;57620104001;3519;7.2;125.0;734276;617040;UTC+5;Пермский край;57;2632097.0;160236.0;Пермь;Приволжский федеральный округ;3519;3519;
Старотимошкино;Старотимошкино;Ульяновская;https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D1%80%D0%BE%D1%82%D0%B8%D0%BC%D0%BE%D1%88%D0%BA%D0%B8%D0%BD%D0%BE;53.71972222;47.53222222;73 204 558;73604158051;3522;0.0;0.0;;433742;UTC+4;Ульяновская область;73;1252887.0;37181.0;Ульяновск;Приволжский федеральный округ;3522;3522;
Приамурский;Приамурский;Еврейская;https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B8%D0%B0%D0%BC%D1%83%D1%80%D1%81%D0%BA%D0%B8%D0%B9_(%D0%A1%D0%BC%D0%B8%D0%B4%D0%BE%D0%B2%D0%B8%D1%87%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);48.5275;13.08166667;99 230 565;99630165051;3537;0.0;0.0;+7 (42632)24-ххх;679180;UTC+10;Еврейская АО;99;164217.0;36271.0;Биробиджан;Дальневосточный федеральный округ;3537;3537;
Ягодное;Ягодное;Магаданская;https://ru.wikipedia.org/wiki/%D0%AF%D0%B3%D0%BE%D0%B4%D0%BD%D0%BE%D0%B5_(%D0%9C%D0%B0%D0%B3%D0%B0%D0%B4%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);62.51666667;14.16027778;44 222 551;44722000051;3538;0.0;0.0;741343;;UTC+11;Магаданская область;44;145570.0;462464.0;Магадан;Дальневосточный федеральный округ;3538;3538;
Гдов;Гдов;Псковская;https://ru.wikipedia.org/wiki/%D0%93%D0%B4%D0%BE%D0%B2;58.73333333;27.81666667;58 208 501;58608101001;3542;0.0;40.0;781131;181600;UTC+3;Псковская область;58;642164.0;55399.0;Псков;Северо-Западный федеральный округ;3542;3542;
Бежаницы;Бежаницы;Псковская;https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%B6%D0%B0%D0%BD%D0%B8%D1%86%D1%8B;56.96666667;29.88333333;58 204 551;58604151051;3572;0.0;117.0;781141;182840;UTC+3;Псковская область;58;642164.0;55399.0;Псков;Северо-Западный федеральный округ;3572;3572;
Скородное;Скородное;Белгородская;https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D0%BE%D1%80%D0%BE%D0%B4%D0%BD%D0%BE%D0%B5_(%D0%91%D0%B5%D0%BB%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);51.06777778;37.23444444;14 235 000 047;14730000331;3622;0.0;232.0;747241;309163;UTC+3;Белгородская область;14;1552865.0;27134.0;Белгород;Центральный федеральный округ;;;
Языково;Языково;Ульяновская;https://ru.wikipedia.org/wiki/%D0%AF%D0%B7%D1%8B%D0%BA%D0%BE%D0%B2%D0%BE_(%D0%9A%D0%B0%D1%80%D1%81%D1%83%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);54.29638889;47.37861111;73 214 558 000;73614158051;3663;0.0;0.0;;433201;UTC+4;Ульяновская область;73;1252887.0;37181.0;Ульяновск;Приволжский федеральный округ;3663;3663;
Красногородск;Красногородск;Псковская;https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B0%D1%81%D0%BD%D0%BE%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA;56.82888889;28.28083333;58 214 551;58614151051;3690;8.31;0.0;781137;182370;UTC+3;Псковская область;58;642164.0;55399.0;Псков;Северо-Западный федеральный округ;3690;3690;
Янтиково;Янтиково;Чувашия;https://ru.wikipedia.org/wiki/%D0%AF%D0%BD%D1%82%D0%B8%D0%BA%D0%BE%D0%B2%D0%BE_(%D0%AF%D0%BD%D1%82%D0%B8%D0%BA%D0%BE%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);55.51666667;47.78333333;97 258 845 001;97658445101;3690;0.0;0.0;783548;429290;UTC+3;Чувашия;97;1235863.0;18343.0;Чебоксары;Приволжский федеральный округ;;;
Подсинее;Подсинее;Хакасия;https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%B4%D1%81%D0%B8%D0%BD%D0%B5%D0%B5;53.66361111;91.54527778;95 205 845 001;95605445101;3699;0.0;0.0;;655670;UTC+7;Хакасия;95;537668.0;61569.0;Абакан;Сибирский федеральный округ;;;
Угольные Копи;Угольные Копи;Чукотский;https://ru.wikipedia.org/wiki/%D0%A3%D0%B3%D0%BE%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5_%D0%9A%D0%BE%D0%BF%D0%B8;64.73666667;17.12777778;77 203 557;77603157051;3718;0.0;0.0;742732;689500;UTC+12;Чукотский АО;77;49822.0;721481.0;Анадырь;Дальневосточный федеральный округ;3718;3718;
Калинино;Калинино;Хакасия;https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%BE_(%D0%A5%D0%B0%D0%BA%D0%B0%D1%81%D0%B8%D1%8F);53.75527778;91.39888889;95 230 825 000;95630425101;3718;0.0;0.0;;655131;UTC+7;Хакасия;95;537668.0;61569.0;Абакан;Сибирский федеральный округ;;;
Хову-Аксы;Хову-Аксы;Тыва;https://ru.wikipedia.org/wiki/%D0%A5%D0%BE%D0%B2%D1%83-%D0%90%D0%BA%D1%81%D1%8B;51.13333333;93.68333333;93 257 551 000;93657405101;3728;0.0;0.0;;668330;UTC+7;Тыва;93;318550.0;168604.0;Кызыл;Сибирский федеральный округ;;;
Теплоозерск;Теплоозёрск;Еврейская;https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D0%BF%D0%BB%D0%BE%D0%BE%D0%B7%D1%91%D1%80%D1%81%D0%BA;49.0;13.03166667;99 220 570;99620170051;3735;0.0;0.0;;679110;UTC+10;Еврейская АО;99;164217.0;36271.0;Биробиджан;Дальневосточный федеральный округ;3735;3735;
Уемский;Уемский;Архангельская;https://ru.wikipedia.org/wiki/%D0%A3%D0%B5%D0%BC%D1%81%D0%BA%D0%B8%D0%B9;64.48333333;40.85;11 252 870 001;11652466101;3742;0.0;0.0;78182;;UTC+3;Архангельская область;11;1165750.0;589913.0;Архангельск;Северо-Западный федеральный округ;;;
Кетченеры;Кетченеры;Калмыкия;https://ru.wikipedia.org/wiki/%D0%9A%D0%B5%D1%82%D1%87%D0%B5%D0%BD%D0%B5%D1%80%D1%8B;47.30722222;44.52444444;85 225 835 001;85625435101;3743;0.0;45.0;;359120;UTC+3;Калмыкия;85;277803.0;74731.0;Элиста;Южный федеральный округ;;;
Рудничный;Рудничный;Кемеровская;https://ru.wikipedia.org/wiki/%D0%A0%D1%83%D0%B4%D0%BD%D0%B8%D1%87%D0%BD%D1%8B%D0%B9_(%D0%9A%D0%B5%D0%BC%D0%B5%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);56.09722222;86.25;32 404 554;32704000056;3752;0.0;196.0;;652491;UTC+7;Кемеровская область;32;2708844.0;95725.0;Кемерово;Сибирский федеральный округ;3752;3752;
Палатка;Палатка;Магаданская;https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BB%D0%B0%D1%82%D0%BA%D0%B0_(%D0%9C%D0%B0%D0%B3%D0%B0%D0%B4%D0%B0%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);60.10361111;15.01555556;44 219 551;44719000051;3757;0.0;0.0;741342;686111;UTC+11;Магаданская область;44;145570.0;462464.0;Магадан;Дальневосточный федеральный округ;3757;3757;
Омсукчан;Омсукчан;Магаданская;https://ru.wikipedia.org/wiki/%D0%9E%D0%BC%D1%81%D1%83%D0%BA%D1%87%D0%B0%D0%BD;62.51444444;15.09611111;44 204 551;44704000051;3763;0.0;0.0;741346;686410;UTC+11;Магаданская область;44;145570.0;462464.0;Магадан;Дальневосточный федеральный округ;3763;3763;
Томари;Томари;Сахалинская;https://ru.wikipedia.org/wiki/%D0%A2%D0%BE%D0%BC%D0%B0%D1%80%D0%B8_(%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D1%8F);47.76666667;14.03444444;64 248 501;64748000001;3774;0.0;20.0;+7 424 46;694820[2];UTC+11;Сахалинская область;64;487344.0;87101.0;Южно-Сахалинск;Дальневосточный федеральный округ;3774;3774;
Хотынец;Хотынец;Орловская;https://ru.wikipedia.org/wiki/%D0%A5%D0%BE%D1%82%D1%8B%D0%BD%D0%B5%D1%86;53.13;35.4;54 257 551;54657151051;3782;10.0;264.0;748642;303930;UTC+3;Орловская область;54;754816.0;24652.0;Орел;Центральный федеральный округ;3782;3782;
Быков;Быков;Сахалинская;https://ru.wikipedia.org/wiki/%D0%91%D1%8B%D0%BA%D0%BE%D0%B2_(%D0%A1%D0%B0%D1%85%D0%B0%D0%BB%D0%B8%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);47.31916667;14.0425;64 212 804 001;64712000106;3786;0.0;0.0;;694062[2];UTC+11;Сахалинская область;64;487344.0;87101.0;Южно-Сахалинск;Дальневосточный федеральный округ;;;
Пинега;Пинега;Архангельская;https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D0%BD%D0%B5%D0%B3%D0%B0_(%D0%90%D1%80%D1%85%D0%B0%D0%BD%D0%B3%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);64.70361111;43.38027778;11 248 827 001;11648427101;3786;0.0;0.0;781856;164610;UTC+3;Архангельская область;11;1165750.0;589913.0;Архангельск;Северо-Западный федеральный округ;;;
Цильна;Цильна;Ульяновская;https://ru.wikipedia.org/wiki/%D0%A6%D0%B8%D0%BB%D1%8C%D0%BD%D0%B0;54.59305556;48.15;73 254 554;73654154051;3793;0.0;105.0;;433600;UTC+4;Ульяновская область;73;1252887.0;37181.0;Ульяновск;Приволжский федеральный округ;3793;3793;
Поселье;Поселье;Бурятия;https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%81%D0%B5%D0%BB%D1%8C%D0%B5_(%D0%98%D0%B2%D0%BE%D0%BB%D0%B3%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD);51.80777778;10.12555556;81 222 815 002;81622415106;3797;0.0;0.0;;671023;UTC+8;Бурятия;81;984134.0;351334.0;Улан-Удэ;Сибирский федеральный округ;;;
Ливенка;Ливенка;Белгородская;https://ru.wikipedia.org/wiki/%D0%9B%D0%B8%D0%B2%D0%B5%D0%BD%D0%BA%D0%B0_(%D0%91%D0%B5%D0%BB%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C);50.45;38.3;14 242 501;14642436101;3870;0.0;0.0;747247;309900;UTC+3;Белгородская область;14;1552865.0;27134.0;Белгород;Центральный федеральный округ;;;
