name;type;okato;oktmo;name2;sign_budget;oktmo_budget;name_budget;oktmo_parent;name_parent;;;;;;;;;;;;;;;;;;;;;;;;;;;
Солодушинское сельское поселение Николаевского муниципального района;сельское поселение;18236832000;18636432;Солодушинское;+;18636432;Солодушинское;18636000;Николаевский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Степновское сельское поселение Николаевского муниципального района;сельское поселение;18236836000;18636436;Степновское;+;18636436;Степновское;18636000;Николаевский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Новоаннинский муниципальный район Волгоградской области;муниципальный район;18238000000;18638000;Новоаннинский муниципальный район;+;18638000;Новоаннинский муниципальный район;18000000;Волгоградская область;;;;;;;;;;;;;;;;;;;;;;;;;;;
Городское поселение г. Новоаннинский;городское поселение;18238501000;18638101;город Новоаннинский;+;18638101;город Новоаннинский;18638000;Новоаннинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Амовское сельское поселение Новоаннинского муниципального района;сельское поселение;18238804000;18638404;Амовское;+;18638404;Амовское;18638000;Новоаннинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Березовское сельское поселение Новоаннинского муниципального района;сельское поселение;18238808000;18638408;Березовское;+;18638408;Березовское;18638000;Новоаннинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бочаровское сельское поселение Новоаннинского муниципального района;сельское поселение;18238812000;18638412;Бочаровское;+;18638412;Бочаровское;18638000;Новоаннинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Галушкинское сельское поселение Новоаннинского муниципального района;сельское поселение;18238816000;18638416;Галушкинское;+;18638416;Галушкинское;18638000;Новоаннинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Деминское сельское поселение Новоаннинского муниципального района;сельское поселение;18238820000;18638420;Деминское;+;18638420;Деминское;18638000;Новоаннинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Краснокоротковское сельское поселение Новоаннинского муниципального района;сельское поселение;18238822000;18638422;Краснокоротковское;+;18638422;Краснокоротковское;18638000;Новоаннинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Новокиевское сельское поселение Новоаннинского муниципального района;сельское поселение;18238824000;18638424;Новокиевское;+;18638424;Новокиевское;18638000;Новоаннинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Панфиловское сельское поселение Новоаннинского муниципального района;сельское поселение;18238828000;18638428;Панфиловское;+;18638428;Панфиловское;18638000;Новоаннинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Полевое сельское поселение Новоаннинского муниципального района;сельское поселение;18238832000;18638432;Полевое;+;18638432;Полевое;18638000;Новоаннинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Староаннинское сельское поселение Новоаннинского муниципального района;сельское поселение;18238836000;18638436;Староаннинское;+;18638436;Староаннинское;18638000;Новоаннинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Тростянское сельское поселение Новоаннинского муниципального района;сельское поселение;18238840000;18638440;Тростянское;+;18638440;Тростянское;18638000;Новоаннинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Филоновское сельское поселение Новоаннинского муниципального района;сельское поселение;18238844000;18638444;Филоновское;+;18638444;Филоновское;18638000;Новоаннинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Черкесовское сельское поселение Новоаннинского муниципального района;сельское поселение;18238848000;18638448;Черкесовское;+;18638448;Черкесовское;18638000;Новоаннинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Новониколаевский муниципальный район Волгоградской области;муниципальный район;18240000000;18640000;Новониколаевский муниципальный район;+;18640000;Новониколаевский муниципальный район;18000000;Волгоградская область;;;;;;;;;;;;;;;;;;;;;;;;;;;
Новониколаевское городское поселение Новониколаевского муниципального района;городское поселение;18240551000;18640151;Новониколаевское;+;18640151;Новониколаевское;18640000;Новониколаевский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Алексиковское сельское поселение Новониколаевского муниципального района;сельское поселение;18240804000;18640404;Алексиковское;+;18640404;Алексиковское;18640000;Новониколаевский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Верхнекардаильское сельское поселение Новониколаевского муниципального района;сельское поселение;18240808000;18640408;Верхнекардаильское;+;18640408;Верхнекардаильское;18640000;Новониколаевский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Двойновское сельское поселение Новониколаевского муниципального района;сельское поселение;18240812000;18640412;Двойновское;+;18640412;Двойновское;18640000;Новониколаевский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Дуплятское сельское поселение Новониколаевского муниципального района;сельское поселение;18240816000;18640416;Дуплятское;+;18640416;Дуплятское;18640000;Новониколаевский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Комсомольское сельское поселение Новониколаевского муниципального района;сельское поселение;18240820000;18640420;Комсомольское;+;18640420;Комсомольское;18640000;Новониколаевский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Красноармейское сельское поселение Новониколаевского муниципального района;сельское поселение;18240824000;18640424;Красноармейское;+;18640424;Красноармейское;18640000;Новониколаевский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Куликовское сельское поселение Новониколаевского муниципального района;сельское поселение;18240828000;18640428;Куликовское;+;18640428;Куликовское;18640000;Новониколаевский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Мирное сельское поселение Новониколаевского муниципального района;сельское поселение;18240832000;18640432;Мирное;+;18640432;Мирное;18640000;Новониколаевский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Серпо-Молотское сельское поселение Новониколаевского муниципального района;сельское поселение;18240836000;18640436;Серпо-Молотское;+;18640436;Серпо-Молотское;18640000;Новониколаевский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Хоперское сельское поселение Новониколаевского муниципального района;сельское поселение;18240840000;18640440;Хоперское;+;18640440;Хоперское;18640000;Новониколаевский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Октябрьский муниципальный район Волгоградской области;муниципальный район;18242000000;18642000;Октябрьский муниципальный район;+;18642000;Октябрьский муниципальный район;18000000;Волгоградская область;;;;;;;;;;;;;;;;;;;;;;;;;;;
городское поселение р.п. Октябрьский Октябрьского муниципального района;городское поселение;18242551000;18642151;рабочий поселок Октябрьский;+;18642151;рабочий поселок Октябрьский;18642000;Октябрьский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Абганеровское сельское поселение Октябрьского муниципального района;сельское поселение;18242804000;18642404;Абганеровское;+;18642404;Абганеровское;18642000;Октябрьский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Аксайское сельское поселение Октябрьского муниципального района;сельское поселение;18242808000;18642408;Аксайское;+;18642408;Аксайское;18642000;Октябрьский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Антоновское сельское поселение Октябрьского муниципального района;сельское поселение;18242812000;18642412;Антоновское;+;18642412;Антоновское;18642000;Октябрьский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Васильевское сельское поселение Октябрьского муниципального района;сельское поселение;18242816000;18642416;Васильевское;+;18642416;Васильевское;18642000;Октябрьский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Громославское сельское поселение Октябрьского муниципального района;сельское поселение;18242820000;18642420;Громославское;+;18642420;Громославское;18642000;Октябрьский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Жутовское сельское поселение Октябрьского муниципального района;сельское поселение;18242824000;18642424;Жутовское;+;18642424;Жутовское;18642000;Октябрьский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Заливское сельское поселение Октябрьского муниципального района;сельское поселение;18242828000;18642428;Заливское;+;18642428;Заливское;18642000;Октябрьский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ивановское сельское поселение Октябрьского муниципального района;сельское поселение;18242829000;18642429;Ивановское;+;18642429;Ивановское;18642000;Октябрьский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ильменское сельское поселение Октябрьского муниципального района;сельское поселение;18242830000;18642430;Ильменское;+;18642430;Ильменское;18642000;Октябрьский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ковалевское сельское поселение Октябрьского муниципального района;сельское поселение;18242832000;18642432;Ковалевское;+;18642432;Ковалевское;18642000;Октябрьский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Новоаксайское сельское поселение Октябрьского муниципального района;сельское поселение;18242836000;18642436;Новоаксайское;+;18642436;Новоаксайское;18642000;Октябрьский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Перегрузненское сельское поселение Октябрьского муниципального района;сельское поселение;18242840000;18642440;Перегрузненское;+;18642440;Перегрузненское;18642000;Октябрьский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Советское сельское поселение Октябрьского муниципального района;сельское поселение;18242842000;18642442;Советское;+;18642442;Советское;18642000;Октябрьский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Шебалиновское сельское поселение Октябрьского муниципального района;сельское поселение;18242844000;18642444;Шебалиновское;+;18642444;Шебалиновское;18642000;Октябрьский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Шелестовское сельское поселение Октябрьского муниципального района;сельское поселение;18242848000;18642448;Шелестовское;+;18642448;Шелестовское;18642000;Октябрьский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ольховский муниципальный район Волгоградской области;муниципальный район;18243000000;18643000;Ольховский муниципальный район;+;18643000;Ольховский муниципальный район;18000000;Волгоградская область;;;;;;;;;;;;;;;;;;;;;;;;;;;
Гуровское сельское поселение Ольховского муниципального района;сельское поселение;18243804000;18643404;Гуровское;+;18643404;Гуровское;18643000;Ольховский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Гусевское сельское поселение Ольховского муниципального района;сельское поселение;18243808000;18643408;Гусевское;+;18643408;Гусевское;18643000;Ольховский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Зензеватское сельское поселение Ольховского муниципального района;сельское поселение;18243812000;18643412;Зензеватское;+;18643412;Зензеватское;18643000;Ольховский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Каменнобродское сельское поселение Ольховского муниципального района;сельское поселение;18243816000;18643416;Каменнобродское;+;18643416;Каменнобродское;18643000;Ольховский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Киреевское сельское поселение Ольховского муниципального района;сельское поселение;18243820000;18643420;Киреевское;+;18643420;Киреевское;18643000;Ольховский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Липовское сельское поселение Ольховского муниципального района;сельское поселение;18243824000;18643424;Липовское;+;18643424;Липовское;18643000;Ольховский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Нежинское сельское поселение Ольховского муниципального района;сельское поселение;18243828000;18643428;Нежинское;+;18643428;Нежинское;18643000;Ольховский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Октябрьское сельское поселение Ольховского муниципального района;сельское поселение;18243832000;18643432;Октябрьское;+;18643432;Октябрьское;18643000;Ольховский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ольховское сельское поселение Ольховского муниципального района;сельское поселение;18243834000;18643434;Ольховское;+;18643434;Ольховское;18643000;Ольховский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Романовское сельское поселение Ольховского муниципального района;сельское поселение;18243840000;18643440;Романовское;+;18643440;Романовское;18643000;Ольховский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Рыбинское сельское поселение Ольховского муниципального района;сельское поселение;18243842000;18643442;Рыбинское;+;18643442;Рыбинское;18643000;Ольховский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Солодчинское сельское поселение Ольховского муниципального района;сельское поселение;18243844000;18643444;Солодчинское;+;18643444;Солодчинское;18643000;Ольховский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ягодновское сельское поселение Ольховского муниципального района;сельское поселение;18243848000;18643448;Ягодновское;+;18643448;Ягодновское;18643000;Ольховский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Палласовский муниципальный район Волгоградской области;муниципальный район;18245000000;18645000;Палласовский муниципальный район;+;18645000;Палласовский муниципальный район;18000000;Волгоградская область;;;;;;;;;;;;;;;;;;;;;;;;;;;
Городское поселение г. Палласовка Палласовского муниципального района;городское поселение;18245501000;18645101;город Палласовка;+;18645101;город Палласовка;18645000;Палласовский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Лиманное сельское поселение Палласовского муниципального района;сельское поселение;18245501001;18645429;Лиманное;+;18645429;Лиманное;18645000;Палласовский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Гончаровское сельское поселение Палласовского муниципального района;сельское поселение;18245804000;18645404;Гончаровское;+;18645404;Гончаровское;18645000;Палласовский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Заволжское сельское поселение Палласовского муниципального района;сельское поселение;18245808000;18645408;Заволжское;+;18645408;Заволжское;18645000;Палласовский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Кайсацкое сельское поселение Палласовского муниципального района;сельское поселение;18245812000;18645412;Кайсацкое;+;18645412;Кайсацкое;18645000;Палласовский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Калашниковское сельское поселение Палласовского муниципального района;сельское поселение;18245816000;18645416;Калашниковское;+;18645416;Калашниковское;18645000;Палласовский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Комсомольское сельское поселение Палласовского муниципального района;сельское поселение;18245820000;18645420;Комсомольское;+;18645420;Комсомольское;18645000;Палласовский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Венгеловское сельское поселение Палласовского муниципального района;сельское поселение;18245824000;18645424;Венгеловское;+;18645424;Венгеловское;18645000;Палласовский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Краснооктябрьское сельское поселение Палласовского муниципального района;сельское поселение;18245828000;18645428;Краснооктябрьское;+;18645428;Краснооктябрьское;18645000;Палласовский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Революционное сельское поселение Палласовского муниципального района;сельское поселение;18245832000;18645432;Революционное;+;18645432;Революционное;18645000;Палласовский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ромашковское сельское поселение Палласовского муниципального района;сельское поселение;18245836000;18645436;Ромашковское;+;18645436;Ромашковское;18645000;Палласовский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Савинское сельское поселение Палласовского муниципального района;сельское поселение;18245840000;18645440;Савинское;+;18645440;Савинское;18645000;Палласовский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Степновское сельское поселение Палласовского муниципального района;сельское поселение;18245844000;18645444;Степновское;+;18645444;Степновское;18645000;Палласовский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Приозерное сельское поселение Палласовского муниципального района;сельское поселение;18245844002;18645430;Приозерное;+;18645430;Приозерное;18645000;Палласовский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Эльтонское сельское поселение Палласовского муниципального района;сельское поселение;18245885000;18645485;Эльтонское;+;18645485;Эльтонское;18645000;Палласовский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Кумылженский муниципальный район Волгоградской области;муниципальный район;18246000000;18646000;Кумылженский муниципальный район;+;18646000;Кумылженский муниципальный район;18000000;Волгоградская область;;;;;;;;;;;;;;;;;;;;;;;;;;;
Белогорское сельское поселение Кумылженского муниципального района;сельское поселение;18246804000;18646404;Белогорское;+;18646404;Белогорское;18646000;Кумылженский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Букановское сельское поселение Кумылженского муниципального района;сельское поселение;18246808000;18646408;Букановское;+;18646408;Букановское;18646000;Кумылженский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Глазуновское сельское поселение Кумылженского муниципального района;сельское поселение;18246812000;18646412;Глазуновское;+;18646412;Глазуновское;18646000;Кумылженский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Краснянское сельское поселение Кумылженского муниципального района;сельское поселение;18246820000;18646420;Краснянское;+;18646420;Краснянское;18646000;Кумылженский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Кумылженское сельское поселение Кумылженского муниципального района;сельское поселение;18246823000;18646423;Кумылженское;+;18646423;Кумылженское;18646000;Кумылженский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Поповское сельское поселение Кумылженского муниципального района;сельское поселение;18246840000;18646440;Поповское;+;18646440;Поповское;18646000;Кумылженский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Слащевское сельское поселение Кумылженского муниципального района;сельское поселение;18246854000;18646454;Слащевское;+;18646454;Слащевское;18646000;Кумылженский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Суляевское сельское поселение Кумылженского муниципального района;сельское поселение;18246856000;18646456;Суляевское;+;18646456;Суляевское;18646000;Кумылженский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Шакинское сельское поселение Кумылженского муниципального района;сельское поселение;18246868000;18646468;Шакинское;+;18646468;Шакинское;18646000;Кумылженский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Руднянский муниципальный район Волгоградской области;муниципальный район;18247000000;18647000;Руднянский муниципальный район;+;18647000;Руднянский муниципальный район;18000000;Волгоградская область;;;;;;;;;;;;;;;;;;;;;;;;;;;
Руднянское городское поселение Руднянского муниципального района;городское поселение;18247551000;18647151;Руднянское;+;18647151;Руднянское;18647000;Руднянский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Большесудаченское сельское поселение Руднянского муниципального района;сельское поселение;18247804000;18647404;Большесудаченское;+;18647404;Большесудаченское;18647000;Руднянский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Громковское сельское поселение Руднянского муниципального района;сельское поселение;18247806000;18647406;Громковское;+;18647406;Громковское;18647000;Руднянский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ильменское сельское поселение Руднянского муниципального района;сельское поселение;18247808000;18647408;Ильменское;+;18647408;Ильменское;18647000;Руднянский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Козловское сельское поселение Руднянского муниципального района;сельское поселение;18247812000;18647412;Козловское;+;18647412;Козловское;18647000;Руднянский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Лемешкинское сельское поселение Руднянского муниципального района;сельское поселение;18247816000;18647416;Лемешкинское;+;18647416;Лемешкинское;18647000;Руднянский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Лопуховское сельское поселение Руднянского муниципального района;сельское поселение;18247820000;18647420;Лопуховское;+;18647420;Лопуховское;18647000;Руднянский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Матышевское сельское поселение Руднянского муниципального района;сельское поселение;18247824000;18647424;Матышевское;+;18647424;Матышевское;18647000;Руднянский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Осичковское сельское поселение Руднянского муниципального района;сельское поселение;18247836000;18647436;Осичковское;+;18647436;Осичковское;18647000;Руднянский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Сосновское сельское поселение Руднянского муниципального района;сельское поселение;18247840000;18647440;Сосновское;+;18647440;Сосновское;18647000;Руднянский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Светлоярский муниципальный район Волгоградской области;муниципальный район;18249000000;18649000;Светлоярский муниципальный район;+;18649000;Светлоярский муниципальный район;18000000;Волгоградская область;;;;;;;;;;;;;;;;;;;;;;;;;;;
Светлоярское городское поселение Светлоярского муниципального района;городское поселение;18249551000;18649151;Светлоярское;+;18649151;Светлоярское;18649000;Светлоярский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Большечапурниковское сельское поселение Светлоярского муниципального района;сельское поселение;18249804000;18649404;Большечапурниковское;+;18649404;Большечапурниковское;18649000;Светлоярский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Дубовоовражное сельское поселение Светлоярского муниципального района;сельское поселение;18249808000;18649408;Дубовоовражное;+;18649408;Дубовоовражное;18649000;Светлоярский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Кировское сельское поселение Светлоярского муниципального района;сельское поселение;18249812000;18649412;Кировское;+;18649412;Кировское;18649000;Светлоярский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Наримановское сельское поселение Светлоярского муниципального района;сельское поселение;18249816000;18649416;Наримановское;+;18649416;Наримановское;18649000;Светлоярский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Приволжское сельское поселение Светлоярского муниципального района;сельское поселение;18249820000;18649420;Приволжское;+;18649420;Приволжское;18649000;Светлоярский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Привольненское сельское поселение Светлоярского муниципального района;сельское поселение;18249824000;18649424;Привольненское;+;18649424;Привольненское;18649000;Светлоярский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Райгородское сельское поселение Светлоярского муниципального района;сельское поселение;18249828000;18649428;Райгородское;+;18649428;Райгородское;18649000;Светлоярский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Цацинское сельское поселение Светлоярского муниципального района;сельское поселение;18249836000;18649436;Цацинское;+;18649436;Цацинское;18649000;Светлоярский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Червленовское сельское поселение Светлоярского муниципального района;сельское поселение;18249840000;18649440;Червленовское;+;18649440;Червленовское;18649000;Светлоярский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Серафимовичский муниципальный район Волгоградской области;муниципальный район;18250000000;18650000;Серафимовичский муниципальный район;+;18650000;Серафимовичский муниципальный район;18000000;Волгоградская область;;;;;;;;;;;;;;;;;;;;;;;;;;;
Городское поселение г. Серафимович;городское поселение;18250501000;18650101;город Серафимович;+;18650101;город Серафимович;18650000;Серафимовичский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Бобровское сельское поселение Серафимовичского муниципального района;сельское поселение;18250804000;18650404;Бобровское;+;18650404;Бобровское;18650000;Серафимовичский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Большовское сельское поселение Серафимовичского муниципального района;сельское поселение;18250808000;18650408;Большовское;+;18650408;Большовское;18650000;Серафимовичский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Буерак-Поповское сельское поселение Серафимовичского муниципального района;сельское поселение;18250812000;18650412;Буерак-Поповское;+;18650412;Буерак-Поповское;18650000;Серафимовичский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Горбатовское сельское поселение Серафимовичского муниципального района;сельское поселение;18250814000;18650414;Горбатовское;+;18650414;Горбатовское;18650000;Серафимовичский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Зимняцкое сельское поселение Серафимовичского муниципального района;сельское поселение;18250816000;18650416;Зимняцкое;+;18650416;Зимняцкое;18650000;Серафимовичский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Клетско-Почтовское сельское поселение Серафимовичского муниципального района;сельское поселение;18250820000;18650420;Клетско-Почтовское;+;18650420;Клетско-Почтовское;18650000;Серафимовичский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Крутовское сельское поселение Серафимовичского муниципального района;сельское поселение;18250828000;18650428;Крутовское;+;18650428;Крутовское;18650000;Серафимовичский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Отрожкинское сельское поселение Серафимовичского муниципального района;сельское поселение;18250832000;18650432;Отрожкинское;+;18650432;Отрожкинское;18650000;Серафимовичский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Песчановское сельское поселение Серафимовичского муниципального района;сельское поселение;18250836000;18650436;Песчановское;+;18650436;Песчановское;18650000;Серафимовичский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Пронинское сельское поселение Серафимовичского муниципального района;сельское поселение;18250844000;18650444;Пронинское;+;18650444;Пронинское;18650000;Серафимовичский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Среднецарицынское сельское поселение Серафимовичского муниципального района;сельское поселение;18250848000;18650448;Среднецарицынское;+;18650448;Среднецарицынское;18650000;Серафимовичский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Теркинское сельское поселение Серафимовичского муниципального района;сельское поселение;18250852000;18650452;Теркинское;+;18650452;Теркинское;18650000;Серафимовичский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Трясиновское сельское поселение Серафимовичского муниципального района;сельское поселение;18250856000;18650456;Трясиновское;+;18650456;Трясиновское;18650000;Серафимовичский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Усть-Хоперское сельское поселение Серафимовичского муниципального района;сельское поселение;18250860000;18650460;Усть-Хоперское;+;18650460;Усть-Хоперское;18650000;Серафимовичский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Среднеахтубинский муниципальный район Волгоградской области;муниципальный район;18251000000;18651000;Среднеахтубинский муниципальный район;+;18651000;Среднеахтубинский муниципальный район;18000000;Волгоградская область;;;;;;;;;;;;;;;;;;;;;;;;;;;
городское поселение г. Краснослободск Среднеахтубинского муниципального района;городское поселение;18251507000;18651107;город Краснослободск;+;18651107;город Краснослободск;18651000;Среднеахтубинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Городское поселение р.п. Средняя Ахтуба Среднеахтубинского муниципального района;городское поселение;18251551000;18651151;рабочий поселок Средняя Ахтуба;+;18651151;рабочий поселок Средняя Ахтуба;18651000;Среднеахтубинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Верхнепогроменское сельское поселение Среднеахтубинского муниципального района;сельское поселение;18251808000;18651408;Верхнепогроменское;+;18651408;Верхнепогроменское;18651000;Среднеахтубинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
Кировское сельское поселение Среднеахтубинского муниципального района;сельское поселение;18251812000;18651412;Кировское;+;18651412;Кировское;18651000;Среднеахтубинский муниципальный район;;;;;;;;;;;;;;;;;;;;;;;;;;;
